District,zone,belt,region,Year AD,Year BS,Communicable Diseases,No of people,Zone,Belt,Region
Humla,Karnali,Mountain,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2013/14,2070/71,HIV/AIDS5,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2013/14,2070/71,Leprosy5,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2013/14,2070/71,STD/STI5,0,Karnali,Mountain,Mid-Western
Ilam,Mechi,Hill,Eastern,2009/10,2066/67,Confirmed Meningitis,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2009/10,2066/67,HIV/AIDS,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2009/10,2066/67,Leprosy,6,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2009/10,2066/67,STD/STI,174,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2010/11,2067/68,Confirmed Meningitis 2,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2010/11,2067/68,HIV/AIDS2,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2010/11,2067/68,Leprosy2,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2010/11,2067/68,STD/STI2,126,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2011/12,2068/69,Confirmed Meningitis 3,36,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2011/12,2068/69,HIV/AIDS3,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2011/12,2068/69,Leprosy3,3,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2011/12,2068/69,STD/STI3,106,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2012/13,2069/70,Confirmed Meningitis 4,15,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2012/13,2069/70,HIV/AIDS4,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2012/13,2069/70,Leprosy4,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2012/13,2069/70,STD/STI4,136,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2013/14,2070/71,Confirmed Meningitis 5,19,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2013/14,2070/71,HIV/AIDS5,170,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2013/14,2070/71,Leprosy5,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2013/14,2070/71,STD/STI5,170,Mechi,Hill,Eastern
Jajarkot,Bheri,Hill,Mid-Western,2009/10,2066/67,Confirmed Meningitis,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2009/10,2066/67,HIV/AIDS,0,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2009/10,2066/67,Leprosy,4,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2009/10,2066/67,STD/STI,168,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,19,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2010/11,2067/68,HIV/AIDS2,2,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2010/11,2067/68,Leprosy2,1,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2010/11,2067/68,STD/STI2,437,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,14,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2011/12,2068/69,HIV/AIDS3,13,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2011/12,2068/69,Leprosy3,8,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2011/12,2068/69,STD/STI3,209,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,17,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2012/13,2069/70,HIV/AIDS4,2,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2012/13,2069/70,Leprosy4,14,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2012/13,2069/70,STD/STI4,170,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,367,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2013/14,2070/71,HIV/AIDS5,3146,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2013/14,2070/71,Leprosy5,65,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2013/14,2070/71,STD/STI5,3146,Bheri,Hill,Mid-Western
Jhapa,Mechi,Terai,Eastern,2009/10,2066/67,Confirmed Meningitis,2,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2009/10,2066/67,HIV/AIDS,4,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2009/10,2066/67,Leprosy,149,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2009/10,2066/67,STD/STI,2015,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2010/11,2067/68,Confirmed Meningitis 2,9,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2010/11,2067/68,HIV/AIDS2,10,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2010/11,2067/68,Leprosy2,175,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2010/11,2067/68,STD/STI2,1545,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2011/12,2068/69,Confirmed Meningitis 3,7,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2011/12,2068/69,HIV/AIDS3,41,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2011/12,2068/69,Leprosy3,176,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2011/12,2068/69,STD/STI3,2895,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2012/13,2069/70,Confirmed Meningitis 4,1,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2012/13,2069/70,HIV/AIDS4,45,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2012/13,2069/70,Leprosy4,194,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2012/13,2069/70,STD/STI4,3290,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2013/14,2070/71,Confirmed Meningitis 5,0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2013/14,2070/71,HIV/AIDS5,468,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2013/14,2070/71,Leprosy5,0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2013/14,2070/71,STD/STI5,468,Mechi,Terai,Eastern
Jumla,Karnali,Mountain,Mid-Western,2009/10,2066/67,Confirmed Meningitis,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2009/10,2066/67,HIV/AIDS,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2009/10,2066/67,Leprosy,3,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2009/10,2066/67,STD/STI,110,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2010/11,2067/68,HIV/AIDS2,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2010/11,2067/68,Leprosy2,3,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2010/11,2067/68,STD/STI2,100,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2011/12,2068/69,HIV/AIDS3,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2011/12,2068/69,Leprosy3,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2011/12,2068/69,STD/STI3,163,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2012/13,2069/70,HIV/AIDS4,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2012/13,2069/70,Leprosy4,1,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2012/13,2069/70,STD/STI4,102,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,0,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2013/14,2070/71,HIV/AIDS5,46,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2013/14,2070/71,Leprosy5,1,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2013/14,2070/71,STD/STI5,46,Karnali,Mountain,Mid-Western
Kailali,Seti,Terai,Far-Western,2009/10,2066/67,Confirmed Meningitis,130,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2009/10,2066/67,HIV/AIDS,24,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2009/10,2066/67,Leprosy,100,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2009/10,2066/67,STD/STI,1758,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2010/11,2067/68,Confirmed Meningitis 2,131,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2010/11,2067/68,HIV/AIDS2,10,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2010/11,2067/68,Leprosy2,103,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2010/11,2067/68,STD/STI2,1143,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2011/12,2068/69,Confirmed Meningitis 3,103,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2011/12,2068/69,HIV/AIDS3,29,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2011/12,2068/69,Leprosy3,116,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2011/12,2068/69,STD/STI3,1428,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2012/13,2069/70,Confirmed Meningitis 4,186,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2012/13,2069/70,HIV/AIDS4,10,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2012/13,2069/70,Leprosy4,80,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2012/13,2069/70,STD/STI4,2480,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2013/14,2070/71,Confirmed Meningitis 5,23,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2013/14,2070/71,HIV/AIDS5,1041,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2013/14,2070/71,Leprosy5,6,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2013/14,2070/71,STD/STI5,1041,Seti,Terai,Far-Western
Kalikot,Karnali,Mountain,Mid-Western,2009/10,2066/67,Confirmed Meningitis,8,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2009/10,2066/67,HIV/AIDS,43,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2009/10,2066/67,Leprosy,41,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2009/10,2066/67,STD/STI,269,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2010/11,2067/68,HIV/AIDS2,12,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2010/11,2067/68,Leprosy2,7,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2010/11,2067/68,STD/STI2,404,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2011/12,2068/69,HIV/AIDS3,5,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2011/12,2068/69,Leprosy3,12,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2011/12,2068/69,STD/STI3,297,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2012/13,2069/70,HIV/AIDS4,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2012/13,2069/70,Leprosy4,4,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2012/13,2069/70,STD/STI4,291,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,2,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2013/14,2070/71,HIV/AIDS5,1104,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2013/14,2070/71,Leprosy5,54,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2013/14,2070/71,STD/STI5,1104,Karnali,Mountain,Mid-Western
Kanchanpur,Mahakali,Terai,Far-Western,2009/10,2066/67,Confirmed Meningitis,16,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2009/10,2066/67,HIV/AIDS,5,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2009/10,2066/67,Leprosy,27,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2009/10,2066/67,STD/STI,636,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2010/11,2067/68,Confirmed Meningitis 2,0,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2010/11,2067/68,HIV/AIDS2,27,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2010/11,2067/68,Leprosy2,16,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2010/11,2067/68,STD/STI2,916,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2011/12,2068/69,HIV/AIDS3,3,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2011/12,2068/69,Leprosy3,26,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2011/12,2068/69,STD/STI3,572,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2012/13,2069/70,Confirmed Meningitis 4,2,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2012/13,2069/70,HIV/AIDS4,5,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2012/13,2069/70,Leprosy4,28,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2012/13,2069/70,STD/STI4,656,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2013/14,2070/71,Confirmed Meningitis 5,35,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2013/14,2070/71,HIV/AIDS5,772,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2013/14,2070/71,Leprosy5,100,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2013/14,2070/71,STD/STI5,772,Mahakali,Terai,Far-Western
Kapilbastu,Lumbini,Terai,Western,2009/10,2066/67,Confirmed Meningitis,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2009/10,2066/67,HIV/AIDS,20,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2009/10,2066/67,Leprosy,71,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2009/10,2066/67,STD/STI,1746,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2010/11,2067/68,Confirmed Meningitis 2,10,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2010/11,2067/68,HIV/AIDS2,3,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2010/11,2067/68,Leprosy2,61,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2010/11,2067/68,STD/STI2,1442,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2011/12,2068/69,Confirmed Meningitis 3,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2011/12,2068/69,HIV/AIDS3,0,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2011/12,2068/69,Leprosy3,46,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2011/12,2068/69,STD/STI3,1173,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2012/13,2069/70,Confirmed Meningitis 4,1,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2012/13,2069/70,HIV/AIDS4,4,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2012/13,2069/70,Leprosy4,38,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2012/13,2069/70,STD/STI4,1490,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2013/14,2070/71,Confirmed Meningitis 5,1,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2013/14,2070/71,HIV/AIDS5,724,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2013/14,2070/71,Leprosy5,36,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2013/14,2070/71,STD/STI5,724,Lumbini,Terai,Western
Kaski,Gandaki,Hill,Western,2009/10,2066/67,Confirmed Meningitis,34,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2009/10,2066/67,HIV/AIDS,8,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2009/10,2066/67,Leprosy,65,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2009/10,2066/67,STD/STI,428,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,195,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2010/11,2067/68,HIV/AIDS2,9,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2010/11,2067/68,Leprosy2,35,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2010/11,2067/68,STD/STI2,426,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,238,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2011/12,2068/69,HIV/AIDS3,71,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2011/12,2068/69,Leprosy3,20,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2011/12,2068/69,STD/STI3,994,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,268,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2012/13,2069/70,HIV/AIDS4,140,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2012/13,2069/70,Leprosy4,25,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2012/13,2069/70,STD/STI4,1538,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2013/14,2070/71,HIV/AIDS5,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2013/14,2070/71,Leprosy5,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2013/14,2070/71,STD/STI5,0,Gandaki,Hill,Western
Kathmandu,Bagmati,Hill,Central,2009/10,2066/67,Confirmed Meningitis,112,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2009/10,2066/67,HIV/AIDS,1030,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2009/10,2066/67,Leprosy,69,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2009/10,2066/67,STD/STI,2672,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,74,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2010/11,2067/68,HIV/AIDS2,483,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2010/11,2067/68,Leprosy2,51,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2010/11,2067/68,STD/STI2,2184,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,92,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2011/12,2068/69,HIV/AIDS3,243,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2011/12,2068/69,Leprosy3,14,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2011/12,2068/69,STD/STI3,2543,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,151,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2012/13,2069/70,HIV/AIDS4,473,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2012/13,2069/70,Leprosy4,123,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2012/13,2069/70,STD/STI4,2984,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,82,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2013/14,2070/71,HIV/AIDS5,2265,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2013/14,2070/71,Leprosy5,279,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2013/14,2070/71,STD/STI5,2265,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2009/10,2066/67,Confirmed Meningitis,15,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2009/10,2066/67,HIV/AIDS,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2009/10,2066/67,Leprosy,5,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2009/10,2066/67,STD/STI,771,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,10,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2010/11,2067/68,HIV/AIDS2,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2010/11,2067/68,Leprosy2,4,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2010/11,2067/68,STD/STI2,811,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2011/12,2068/69,HIV/AIDS3,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2011/12,2068/69,Leprosy3,4,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2011/12,2068/69,STD/STI3,1077,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,31,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2012/13,2069/70,HIV/AIDS4,14,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2012/13,2069/70,Leprosy4,40,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2012/13,2069/70,STD/STI4,787,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,2,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2013/14,2070/71,HIV/AIDS5,270,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2013/14,2070/71,Leprosy5,6,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2013/14,2070/71,STD/STI5,270,Bagmati,Hill,Central
Khotang,Sagarmatha,Hill,Eastern,2009/10,2066/67,Confirmed Meningitis,6,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2009/10,2066/67,HIV/AIDS,4,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2009/10,2066/67,Leprosy,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2009/10,2066/67,STD/STI,102,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2010/11,2067/68,Confirmed Meningitis 2,1,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2010/11,2067/68,HIV/AIDS2,4,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2010/11,2067/68,Leprosy2,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2010/11,2067/68,STD/STI2,158,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2011/12,2068/69,Confirmed Meningitis 3,8,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2011/12,2068/69,HIV/AIDS3,1,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2011/12,2068/69,Leprosy3,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2011/12,2068/69,STD/STI3,182,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2012/13,2069/70,Confirmed Meningitis 4,1,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2012/13,2069/70,HIV/AIDS4,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2012/13,2069/70,Leprosy4,1,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2012/13,2069/70,STD/STI4,51,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2013/14,2070/71,Confirmed Meningitis 5,9,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2013/14,2070/71,HIV/AIDS5,100,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2013/14,2070/71,Leprosy5,1,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2013/14,2070/71,STD/STI5,100,Sagarmatha,Hill,Eastern
Lalitpur,Bagmati,Hill,Central,2013/14,2070/71,HIV/AIDS,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2013/14,2070/71,STD/STI,0,Bagmati,Hill,Central
