District,Zone,Geographical Region,Development Region,Year BS,Year AD,Diseases,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Whooping cough,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Tetanus,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Tuberculosis,28
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Acute Flacid Paralysis,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Rubella,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Mumps,463
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Chicken pox,218
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hepatatis-B,56
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Measles,10
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Diptheria,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Whooping cough,11
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,1
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Tetanus,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Tuberculosis,24
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Rubella,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Mumps,492
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Chicken pox,113
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hepatatis-B,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Measles,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Diptheria,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Whooping cough,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tetanus,2
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tuberculosis,51
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rubella,17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mumps,677
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chicken pox,162
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hepatatis-B,2
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Measles,32
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Diptheria,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Whooping cough,3
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tetanus,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tuberculosis,1207
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Acute Flacid Paralysis,138
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rubella,20
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mumps,1546
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chicken pox,626
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hepatatis-B,18
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Measles,96
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Diptheria,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Whooping cough,4
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Tetanus,2
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Tuberculosis,849
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Acute Flacid Paralysis,89
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Rubella,36
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Mumps,1205
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Chicken pox,706
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hepatatis-B,134
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Measles,12
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Diptheria,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Whooping cough,10
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Tetanus,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Tuberculosis,202
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Acute Flacid Paralysis,3
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Rubella,2
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Mumps,940
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Chicken pox,156
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hepatatis-B,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Measles,20
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Diptheria,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Whooping cough,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Tetanus,1
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Tuberculosis,52
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Rubella,4
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Mumps,347
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Chicken pox,165
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Hepatatis-B,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Measles,19
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Diptheria,1
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Whooping cough,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Tetanus,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Tuberculosis,30
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,18
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Rubella,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Mumps,297
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Chicken pox,364
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Hepatatis-B,5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Measles,48
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Diptheria,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Whooping cough,3
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Tetanus,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Tuberculosis,59
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Rubella,11
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Mumps,640
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Chicken pox,235
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Hepatatis-B,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Measles,237
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Diptheria,6
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Whooping cough,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Tetanus,3
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Tuberculosis,32
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Rubella,3
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Mumps,1086
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Chicken pox,144
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hepatatis-B,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Measles,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Diptheria,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Whooping cough,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Tetanus,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Tuberculosis,27
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Rubella,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Mumps,335
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Chicken pox,116
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Hepatatis-B,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Measles,24
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Diptheria,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Whooping cough,7
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Tetanus,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Tuberculosis,145
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,23
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Rubella,10
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Mumps,603
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Chicken pox,141
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hepatatis-B,1
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Measles,52
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Diptheria,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Whooping cough,12
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Tetanus,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Tuberculosis,17
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Rubella,30
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Mumps,784
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Chicken pox,319
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hepatatis-B,3
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Measles,21
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Diptheria,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Whooping cough,23
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Tetanus,2
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Tuberculosis,218
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Acute Flacid Paralysis,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Rubella,1
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Mumps,847
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Chicken pox,296
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hepatatis-B,3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Measles,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Diptheria,2
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Whooping cough,20
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Tetanus,3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Tuberculosis,100
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Acute Flacid Paralysis,2
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Rubella,3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Mumps,451
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Chicken pox,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hepatatis-B,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Measles,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Diptheria,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Whooping cough,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Neonatal Tetanus,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Tetanus,24
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Tuberculosis,225
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Acute Flacid Paralysis,3
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Rubella,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Mumps,485
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Chicken pox,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hepatatis-B,1
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Measles,22
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Diptheria,1
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Whooping cough,1
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Neonatal Tetanus,1
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Tetanus,0
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Tuberculosis,314
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Acute Flacid Paralysis,30
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Rubella,0
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Mumps,141
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Chicken pox,46
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Hepatatis-B,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Measles,76
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Diptheria,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Whooping cough,11
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Neonatal Tetanus,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tetanus,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Tuberculosis,593
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Acute Flacid Paralysis,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Rubella,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Mumps,363
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Chicken pox,150
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hepatatis-B,2
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Measles,115
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Diptheria,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Whooping cough,111
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Neonatal Tetanus,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Tetanus,11
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Tuberculosis,614
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Acute Flacid Paralysis,14
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Rubella,89
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Mumps,532
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Chicken pox,174
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Hepatatis-B,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Measles,310
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Diptheria,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Whooping cough,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Tetanus,9
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Tuberculosis,207
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Rubella,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Mumps,444
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Chicken pox,45
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Hepatatis-B,3
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Measles,69
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Diptheria,15
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Whooping cough,26
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Tetanus,7
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Tuberculosis,42
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Rubella,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Mumps,884
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Chicken pox,99
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Hepatatis-B,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Measles,40
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Diptheria,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Whooping cough,22
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Neonatal Tetanus,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Tetanus,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Tuberculosis,141
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Acute Flacid Paralysis,4
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Rubella,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Mumps,446
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Chicken pox,84
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Hepatatis-B,9
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Measles,188
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Diptheria,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Whooping cough,18
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Neonatal Tetanus,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Tetanus,1
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Tuberculosis,40
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Acute Flacid Paralysis,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Rubella,6
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Mumps,729
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Chicken pox,325
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Hepatatis-B,17
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Measles,153
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Diptheria,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Whooping cough,4
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Tetanus,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Tuberculosis,116
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,1
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Rubella,49
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Mumps,563
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Chicken pox,171
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Hepatatis-B,1
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Measles,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Diptheria,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Whooping cough,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Tetanus,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Tuberculosis,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Rubella,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Mumps,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Chicken pox,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Hepatatis-B,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Measles,150
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Diptheria,1
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Whooping cough,88
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tetanus,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tuberculosis,196
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,1
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Rubella,4
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Mumps,171
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Chicken pox,196
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Hepatatis-B,5
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Measles,264
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Diptheria,46
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Whooping cough,162
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Neonatal Tetanus,2
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Tetanus,90
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Tuberculosis,2598
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,43
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Rubella,43
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Mumps,427
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Chicken pox,506
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Hepatatis-B,917
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Measles,90
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Diptheria,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Whooping cough,144
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Neonatal Tetanus,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Tetanus,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Tuberculosis,63
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Rubella,5
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Mumps,382
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Chicken pox,121
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Hepatatis-B,10
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Measles,1
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Diptheria,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Whooping cough,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Neonatal Tetanus,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Tetanus,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Tuberculosis,3
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Acute Flacid Paralysis,0
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Rubella,1
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Mumps,60
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Chicken pox,71
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Hepatatis-B,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Measles,58
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Diptheria,1
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Whooping cough,49
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Tetanus,2
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Tuberculosis,233
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,3
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Rubella,70
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Mumps,1225
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Chicken pox,254
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Hepatatis-B,17
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Measles,71
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Diptheria,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Whooping cough,1
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Neonatal Tetanus,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Tetanus,1
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Tuberculosis,263
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Acute Flacid Paralysis,6
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Rubella,3
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Mumps,770
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Chicken pox,315
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Hepatatis-B,7
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Measles,26
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Diptheria,1
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Whooping cough,5
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Neonatal Tetanus,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Tetanus,10
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Tuberculosis,281
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Acute Flacid Paralysis,4
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Rubella,13
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Mumps,384
