Year BS,Year AD,District,zone,belt,region,Mental problem,No of People,Zone,Belt,Region
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Mental retardation,41,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Psychosis,21,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Alcoholism,120,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Anxiety (Neurosis,179,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,"Conversive disorder
(Hysteria)",20,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Depression,122,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Epilesy,54,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Mental retardation,8,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Psychosis,14,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Alcoholism,15,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Anxiety (Neurosis,122,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,"Conversive disorder
(Hysteria)",47,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Depression,160,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Epilesy,15,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Mental retardation,4,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Psychosis,16,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Alcoholism,40,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Anxiety (Neurosis,86,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,"Conversive disorder
(Hysteria)",22,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Depression,55,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Epilesy,8,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Mental retardation,1,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Psychosis,8,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Alcoholism,37,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Anxiety (Neurosis,56,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,"Conversive disorder
(Hysteria)",78,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Depression,33,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Epilesy,1,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Mental retardation,3,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Psychosis,0,Sagarmatha,Hill,Eastern
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Alcoholism,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Anxiety (Neurosis,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,"Conversive disorder
(Hysteria)",0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Depression,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Epilesy,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Mental retardation,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Psychosis,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Alcoholism,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Anxiety (Neurosis,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,"Conversive disorder
(Hysteria)",0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Depression,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Epilesy,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Mental retardation,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Psychosis,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Alcoholism,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Anxiety (Neurosis,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,"Conversive disorder
(Hysteria)",0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Depression,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Epilesy,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Mental retardation,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Psychosis,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Alcoholism,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Anxiety (Neurosis,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,"Conversive disorder
(Hysteria)",0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Depression,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Epilesy,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Mental retardation,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Psychosis,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Alcoholism,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Anxiety (Neurosis,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,"Conversive disorder
(Hysteria)",0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Depression,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Epilesy,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Mental retardation,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Psychosis,0,Bagmati,Hill,Central
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Alcoholism,216,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Anxiety (Neurosis,310,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",17,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Depression,316,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Epilesy,219,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Mental retardation,0,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Psychosis,59,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Alcoholism,144,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Anxiety (Neurosis,311,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",5,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Depression,185,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Epilesy,237,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Mental retardation,62,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Psychosis,63,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Alcoholism,64,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Anxiety (Neurosis,447,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",37,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Depression,296,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Epilesy,199,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Mental retardation,2,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Psychosis,21,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Alcoholism,96,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Anxiety (Neurosis,484,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",31,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Depression,528,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Epilesy,218,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Mental retardation,12,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Psychosis,13,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Alcoholism,171,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Anxiety (Neurosis,653,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,"Conversive disorder
(Hysteria)",197,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Depression,101,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Epilesy,319,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Mental retardation,8,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Psychosis,16,Gandaki,Hill,Western
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Alcoholism,58,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Anxiety (Neurosis,87,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",20,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Depression,73,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Epilesy,4,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Mental retardation,8,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Psychosis,18,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Alcoholism,69,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Anxiety (Neurosis,205,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",9,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Depression,116,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Epilesy,3,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Mental retardation,26,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Psychosis,17,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Alcoholism,100,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Anxiety (Neurosis,231,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",57,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Depression,239,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Epilesy,7,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Mental retardation,19,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Psychosis,44,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Alcoholism,96,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Anxiety (Neurosis,234,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",52,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Depression,112,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Epilesy,20,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Mental retardation,42,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Psychosis,39,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Alcoholism,161,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Anxiety (Neurosis,355,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,"Conversive disorder
(Hysteria)",65,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Depression,253,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Epilesy,35,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Mental retardation,78,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Psychosis,86,Janakpur,Terai,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Alcoholism,34,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Anxiety (Neurosis,208,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,"Conversive disorder
(Hysteria)",5,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Depression,191,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Epilesy,585,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Mental retardation,0,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Psychosis,233,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Alcoholism,29,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Anxiety (Neurosis,168,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,"Conversive disorder
(Hysteria)",6,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Depression,159,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Epilesy,636,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Mental retardation,2,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Psychosis,170,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Alcoholism,193,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Anxiety (Neurosis,329,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,"Conversive disorder
(Hysteria)",56,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Depression,279,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Epilesy,567,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Mental retardation,33,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Psychosis,173,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Alcoholism,56,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Anxiety (Neurosis,233,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,"Conversive disorder
(Hysteria)",5,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Depression,349,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Epilesy,610,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Mental retardation,5,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Psychosis,174,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Alcoholism,70,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Anxiety (Neurosis,253,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,"Conversive disorder
(Hysteria)",14,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Depression,220,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Epilesy,431,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Mental retardation,0,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Psychosis,153,Narayani,Hill,Central
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Alcoholism,1,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Anxiety (Neurosis,0,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,"Conversive disorder
(Hysteria)",6,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Depression,4,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Epilesy,1,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Mental retardation,0,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Psychosis,0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Alcoholism,2,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Anxiety (Neurosis,6,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,"Conversive disorder
(Hysteria)",2,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Depression,5,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Epilesy,1,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Mental retardation,0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Psychosis,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Alcoholism,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Anxiety (Neurosis,4,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,"Conversive disorder
(Hysteria)",0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Depression,1,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Epilesy,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Mental retardation,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Psychosis,1,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Alcoholism,3,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Anxiety (Neurosis,1,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,"Conversive disorder
(Hysteria)",1,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Depression,0,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Epilesy,0,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Mental retardation,0,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Psychosis,1,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Alcoholism,0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Anxiety (Neurosis,0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,"Conversive disorder
(Hysteria)",0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Depression,2,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Epilesy,1,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Mental retardation,0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Psychosis,0,Gandaki,Mountain,Western
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Alcoholism,777,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Anxiety (Neurosis,1256,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,"Conversive disorder
(Hysteria)",397,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Depression,1435,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Epilesy,812,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Mental retardation,522,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Psychosis,206,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Alcoholism,830,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Anxiety (Neurosis,1683,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,"Conversive disorder
(Hysteria)",820,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Depression,1720,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Epilesy,855,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Mental retardation,734,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Psychosis,300,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Alcoholism,1129,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Anxiety (Neurosis,1598,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,"Conversive disorder
(Hysteria)",1543,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Depression,2159,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Epilesy,1495,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Mental retardation,1360,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Psychosis,113,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Alcoholism,1461,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Anxiety (Neurosis,2680,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,"Conversive disorder
(Hysteria)",5217,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Depression,7516,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Epilesy,5196,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Mental retardation,5886,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Psychosis,738,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Alcoholism,1447,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Anxiety (Neurosis,2867,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,"Conversive disorder
(Hysteria)",4598,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Depression,7237,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Epilesy,4617,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Mental retardation,4823,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Psychosis,510,Kosi,Terai,Eastern
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Alcoholism,1,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,24,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",2,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Depression,31,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Epilesy,1,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Mental retardation,3,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Psychosis,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Alcoholism,8,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,14,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Depression,21,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Epilesy,18,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Mental retardation,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Psychosis,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Alcoholism,1,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Anxiety (Neurosis,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,"Conversive disorder
(Hysteria)",0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Depression,6,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Epilesy,5,Karnali,Mountain,Mid-Western
