Year BS,Year AD,District,zone,belt,region,Age group,Contraceptive,Number of people,Zone,Belt,Region
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,>20 years,Depo,5557,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,<20 Years,IUD,33,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,>20 years,IUD,428,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,<20 Years,Implant,12,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,>20 years,Implant,1382,Narayani,Hill,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,,Condom,3224,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,<20 Years,Pills,65,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,>20 years,Pills,1360,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,<20 Years,Depo,181,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,>20 years,Depo,4317,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,<20 Years,IUD,61,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,>20 years,IUD,435,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,<20 Years,Implant,1,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,>20 years,Implant,508,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,,Condom,3654,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,<20 Years,Pills,32,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,>20 years,Pills,862,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,<20 Years,Depo,77,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,>20 years,Depo,3625,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,<20 Years,IUD,0,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,>20 years,IUD,1005,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,<20 Years,Implant,0,Narayani,Terai,Central
2068/69,2011/12,Bara,Narayani,Terai,Central,>20 years,Implant,209,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,,Condom,2382,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,<20 Years,Pills,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,>20 years,Pills,1146,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,<20 Years,Depo,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,>20 years,Depo,3000,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,<20 Years,IUD,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,>20 years,IUD,87,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,<20 Years,Implant,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,>20 years,Implant,133,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,,Condom,3045,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,<20 Years,Pills,119,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,>20 years,Pills,1384,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,<20 Years,Depo,497,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,>20 years,Depo,3064,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,<20 Years,IUD,39,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,>20 years,IUD,856,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,<20 Years,Implant,17,Narayani,Terai,Central
2068/69,2011/12,Chitawan,Narayani,Terai,Central,>20 years,Implant,497,Narayani,Terai,Central
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,,Condom,1153,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,<20 Years,Pills,113,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,>20 years,Pills,1374,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,<20 Years,Depo,227,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,>20 years,Depo,2825,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,<20 Years,IUD,0,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,>20 years,IUD,62,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,<20 Years,Implant,0,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,>20 years,Implant,128,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,,Condom,1528,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,<20 Years,Pills,60,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,>20 years,Pills,650,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,<20 Years,Depo,120,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,>20 years,Depo,1353,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,<20 Years,IUD,9,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,>20 years,IUD,383,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,<20 Years,Implant,1,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,>20 years,Implant,443,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,,Condom,2127,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,<20 Years,Pills,96,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,>20 years,Pills,1317,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,<20 Years,Depo,193,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,>20 years,Depo,1757,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,<20 Years,IUD,2,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,>20 years,IUD,232,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,<20 Years,Implant,1,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,>20 years,Implant,103,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,,Condom,1854,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,<20 Years,Pills,44,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,>20 years,Pills,881,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,<20 Years,Depo,46,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,>20 years,Depo,1293,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,<20 Years,IUD,3,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,>20 years,IUD,258,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,<20 Years,Implant,1,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,>20 years,Implant,35,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,,Condom,2906,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,<20 Years,Pills,173,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,>20 years,Pills,2098,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,<20 Years,Depo,313,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,>20 years,Depo,2928,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,<20 Years,IUD,19,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,>20 years,IUD,1143,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,<20 Years,Implant,17,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,>20 years,Implant,331,Gandaki,Hill,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,,Condom,141,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,<20 Years,Pills,4,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,>20 years,Pills,79,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,<20 Years,Depo,6,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,>20 years,Depo,63,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,<20 Years,IUD,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,>20 years,IUD,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,<20 Years,Implant,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,>20 years,Implant,66,Gandaki,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,,Condom,227,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,<20 Years,Pills,7,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,>20 years,Pills,97,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,<20 Years,Depo,21,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,>20 years,Depo,201,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,<20 Years,IUD,0,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,>20 years,IUD,47,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,<20 Years,Implant,0,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,>20 years,Implant,52,Dhawalagiri,Mountain,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,,Condom,1436,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,<20 Years,Pills,33,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,>20 years,Pills,1033,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,<20 Years,Depo,103,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,>20 years,Depo,1030,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,<20 Years,IUD,4,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,>20 years,IUD,138,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,<20 Years,Implant,12,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,>20 years,Implant,272,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,,Condom,1154,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,<20 Years,Pills,37,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,>20 years,Pills,514,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,<20 Years,Depo,68,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,>20 years,Depo,809,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,<20 Years,IUD,8,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,>20 years,IUD,373,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,<20 Years,Implant,1,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,>20 years,Implant,93,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,,Condom,1742,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,<20 Years,Pills,77,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,>20 years,Pills,2491,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,<20 Years,Depo,104,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,>20 years,Depo,2263,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,<20 Years,IUD,1,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,>20 years,IUD,367,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,<20 Years,Implant,0,Dhawalagiri,Hill,Western
2068/69,2011/12,Baglung,Dhawalagiri,Hill,Western,>20 years,Implant,375,Dhawalagiri,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,,Condom,3821,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,<20 Years,Pills,61,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,>20 years,Pills,2188,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,<20 Years,Depo,99,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,>20 years,Depo,3019,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,<20 Years,IUD,0,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,>20 years,IUD,134,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,<20 Years,Implant,0,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,>20 years,Implant,138,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,,Condom,1970,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,<20 Years,Pills,50,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,>20 years,Pills,630,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,<20 Years,Depo,170,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,>20 years,Depo,1615,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,<20 Years,IUD,31,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,>20 years,IUD,313,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,<20 Years,Implant,11,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,>20 years,Implant,206,Lumbini,Hill,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,,Condom,4536,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,<20 Years,Pills,104,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,>20 years,Pills,1405,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,<20 Years,Depo,265,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,>20 years,Depo,3679,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,<20 Years,IUD,33,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,>20 years,IUD,485,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,<20 Years,Implant,10,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,>20 years,Implant,330,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,,Condom,5665,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,<20 Years,Pills,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,>20 years,Pills,4189,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,<20 Years,Depo,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,>20 years,Depo,8163,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,<20 Years,IUD,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,>20 years,IUD,681,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,<20 Years,Implant,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,>20 years,Implant,247,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,,Condom,3236,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,<20 Years,Pills,186,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,>20 years,Pills,2896,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,<20 Years,Depo,247,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,>20 years,Depo,6902,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,<20 Years,IUD,18,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,>20 years,IUD,485,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,<20 Years,Implant,86,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,>20 years,Implant,58,Lumbini,Terai,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,,Condom,1813,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,<20 Years,Pills,44,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,>20 years,Pills,627,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,<20 Years,Depo,59,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,>20 years,Depo,999,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,<20 Years,IUD,0,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,>20 years,IUD,94,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,<20 Years,Implant,3,Lumbini,Hill,Western
2068/69,2011/12,Arghakhanchi,Lumbini,Hill,Western,>20 years,Implant,122,Lumbini,Hill,Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,,Condom,4353,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,<20 Years,Pills,95,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,>20 years,Pills,1429,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,<20 Years,Depo,150,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,>20 years,Depo,1956,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,<20 Years,IUD,2,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,>20 years,IUD,93,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,<20 Years,Implant,3,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,>20 years,Implant,269,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,,Condom,3979,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,<20 Years,Pills,123,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,>20 years,Pills,996,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,<20 Years,Depo,437,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,>20 years,Depo,3341,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,<20 Years,IUD,389,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,>20 years,IUD,222,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,<20 Years,Implant,63,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,>20 years,Implant,1230,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,,Condom,829,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,<20 Years,Pills,561,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,>20 years,Pills,1999,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,<20 Years,Depo,433,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,>20 years,Depo,3442,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,<20 Years,IUD,1,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,>20 years,IUD,21,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,<20 Years,Implant,3,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,>20 years,Implant,247,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,,Condom,1924,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,<20 Years,Pills,63,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,>20 years,Pills,856,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,<20 Years,Depo,257,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,>20 years,Depo,2291,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,<20 Years,IUD,4,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,>20 years,IUD,360,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,<20 Years,Implant,464,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,>20 years,Implant,519,Rapti,Hill,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,,Condom,3922,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,<20 Years,Pills,209,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,>20 years,Pills,1416,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,<20 Years,Depo,662,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,>20 years,Depo,3335,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,<20 Years,IUD,87,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,>20 years,IUD,732,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,<20 Years,Implant,31,Rapti,Terai,Mid-Western
2068/69,2011/12,Dang,Rapti,Terai,Mid-Western,>20 years,Implant,346,Rapti,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,,Condom,4462,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,<20 Years,Pills,141,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,>20 years,Pills,1881,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,<20 Years,Depo,441,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,>20 years,Depo,5981,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,<20 Years,IUD,90,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,>20 years,IUD,889,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,<20 Years,Implant,22,Bheri,Terai,Mid-Western
2068/69,2011/12,Banke,Bheri,Terai,Mid-Western,>20 years,Implant,560,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,,Condom,5603,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,<20 Years,Pills,78,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,>20 years,Pills,1019,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,<20 Years,Depo,473,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,>20 years,Depo,3943,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,<20 Years,IUD,50,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,>20 years,IUD,574,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,<20 Years,Implant,55,Bheri,Terai,Mid-Western
2068/69,2011/12,Bardiya,Bheri,Terai,Mid-Western,>20 years,Implant,615,Bheri,Terai,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,,Condom,3934,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,<20 Years,Pills,341,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,>20 years,Pills,2045,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,<20 Years,Depo,768,Bheri,Hill,Mid-Western
