District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,5826
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,5915
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,Polio 1,,5903
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,Polio 2,,5826
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,Polio 3,,5915
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,Measles 9-11 months,,5740
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,Measles 12-23 months,,106
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,Japnese Encephalitis,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,3216
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,3587
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,1482
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/2013,TT Total,TT 2+,8285
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,BCG,,6524
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib1,,6594
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,6514
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,6603
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,Polio 1,,6569
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,Polio 2,,6510
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,Polio 3,,6607
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,Measles 9-11 months,,6316
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,Measles 12-23 months,,268
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,Japnese Encephalitis,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,715
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,3492
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,4147
Gulmi,Lumbini,Hill,Western,2069/70,2012/2013,TT Total,TT 2+,8354
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,BCG,,5941
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib1,,5251
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,5214
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,5297
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,Polio 1,,5251
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,Polio 2,,5214
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,Polio 3,,5297
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,Measles 9-11 months,,5108
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,Measles 12-23 months,,71
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,Japnese Encephalitis,,4839
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,410
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,550
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,4295
Palpa,Lumbini,Hill,Western,2069/70,2012/2013,TT Total,TT 2+,5255
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,BCG,,12235
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib1,,13028
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,13133
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,13173
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,Polio 1,,13014
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,Polio 2,,13115
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,Polio 3,,13157
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,Measles 9-11 months,,12913
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,Measles 12-23 months,,87
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,Japnese Encephalitis,,11528
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,5415
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,6290
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,5453
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/2013,TT Total,TT 2+,17158
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,BCG,,24350
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib1,,20842
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,20771
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,21279
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,Polio 1,,20842
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,Polio 2,,20771
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,Polio 3,,21279
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,Measles 9-11 months,,21020
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,Measles 12-23 months,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,Japnese Encephalitis,,19268
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,11669
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,11794
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,17139
Rupandehi,Lumbini,Terai,Western,2069/70,2012/2013,TT Total,TT 2+,40602
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,BCG,,13609
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib1,,13301
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,12988
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,12752
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,Polio 1,,13296
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,Polio 2,,13026
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,Polio 3,,12720
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,Measles 9-11 months,,11512
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,Measles 12-23 months,,330
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,Japnese Encephalitis,,9787
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,4034
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,7172
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,12704
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/2013,TT Total,TT 2+,23910
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,BCG,,4294
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib1,,4500
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib2,,4425
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,DPT-Hep B-Hib3,,4298
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,Polio 1,,4487
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,Polio 2,,4396
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,Polio 3,,4274
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,Measles 9-11 months,,3940
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,Measles 12-23 months,,15
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,Japnese Encephalitis,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 1,1119
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2558
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,1832
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/2013,TT Total,TT 2+,5509
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,BCG,,6252
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,6260
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,6152
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,6123
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,6260
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,6152
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,6123
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,6013
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,23
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2021
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2283
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,2466
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,6770
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,BCG,,5461
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,5457
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,5472
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,5455
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,5437
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,5460
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,5455
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,5272
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,80
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,1483
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2125
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,2092
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,5700
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,BCG,,5312
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,5370
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,5323
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,5114
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,5370
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,5323
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,5114
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,4633
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,156
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2633
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2587
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,1805
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,7025
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,BCG,,5449
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,5478
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,5459
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,5423
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,5478
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,5459
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,5423
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,5479
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,53
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2022
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2357
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,2041
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,6420
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,BCG,,13049
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,12953
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,12930
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,12903
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Polio 1,,12953
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Polio 2,,12930
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Polio 3,,12903
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,12249
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,58
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,9633
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,4225
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,6659
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,5471
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,16355
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,BCG,,12180
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,11183
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,10957
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,10934
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Polio 1,,11183
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Polio 2,,10957
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Polio 3,,10934
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,10269
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,268
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,9233
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,6251
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,5264
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,5499
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,17014
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,BCG,,8025
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,8188
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,8201
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,8150
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Polio 1,,8187
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Polio 2,,8201
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Polio 3,,8150
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,8100
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,24
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,7562
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,5423
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,4938
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,4101
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,14462
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,BCG,,8465
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,8210
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,8171
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,8066
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,8210
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,8172
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,8066
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,8023
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,25
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,6891
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2851
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,3689
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,3588
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,10128
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,BCG,,6747
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,6802
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,6759
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,6493
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,6802
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,6759
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,6493
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,5982
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,42
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2309
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2099
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,3031
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,7439
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,BCG,,4666
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,4732
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,4464
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,4469
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 1,,4732
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 2,,4464
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Polio 3,,4469
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,4377
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,138
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2822
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,2293
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,1049
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,6164
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,BCG,,836
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,899
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,807
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,808
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 1,,897
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 2,,807
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 3,,809
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,756
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,53
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,652
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,382
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,141
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,1175
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,BCG,,2747
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,2754
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,2681
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,2567
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 1,,2749
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 2,,2679
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 3,,2579
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,2343
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,111
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,1288
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,964
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,1161
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,3413
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,BCG,,3470
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,3501
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,3295
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,3071
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 1,,3442
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 2,,3289
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 3,,3055
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,2832
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,209
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,2422
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,1511
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,123
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,4056
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,BCG,,1389
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,1261
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,1316
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,1300
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 1,,1157
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 2,,1238
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 3,,1182
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 9-11 months,,1275
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Measles 12-23 months,,427
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Japnese Encephalitis,,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 1,841
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2,606
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Pregnant Women,TT 2+,297
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,TT Total,TT 2+,1744
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,BCG,,1480
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib1,,1471
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib2,,1456
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,DPT-Hep B-Hib3,,1434
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 1,,1471
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Polio 2,,1456
