District,zone,belt,region,Year BS,Year AD,Method,Contraceptives,Gender,Number of user,Zone,Belt,Region
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Norplant,,703,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Permanent method,Sterilization,Male,8551,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Permanent method,Sterilization,Female,30284,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Condom,,5665,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Pills,,5028,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Depo,,11193,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,IUD,,1637,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Norplant,,1275,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Permanent method,Sterilization,Male,2544,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Permanent method,Sterilization,Female,29006,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Condom,,3236,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Pills,,2449,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Depo,,10045,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,IUD,,1388,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Temporary Methods,Norplant,,807,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Permanent method,Sterilization,Male,1825,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Permanent method,Sterilization,Female,13411,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Condom,,1813,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Pills,,1017,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Depo,,1378,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,IUD,,405,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporary Methods,Norplant,,498,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Permanent method,Sterilization,Male,3134,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Permanent method,Sterilization,Female,2794,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,4353,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,3586,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,5522,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,678,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,658,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3032,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,2069,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3979,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,1472,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,4332,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,1148,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,4403,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3589,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,107,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,829,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,1612,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,4448,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,172,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,335,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3605,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,214,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,1924,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,965,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,4540,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,1196,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,1535,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,5669,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,815,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3922,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,5408,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,12904,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,5884,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,1356,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,4078,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,19884,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,4462,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,3000,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,8708,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,2720,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,2770,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,6376,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,16565,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,5603,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,2210,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,5879,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,3981,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,3358,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3149,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,25428,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3934,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,2826,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,5158,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,2504,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,1639,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,12135,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,10334,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,3224,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,1767,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,3469,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,1031,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,2470,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,6294,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,77,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,670,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,908,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,2789,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,258,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,227,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3521,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,213,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,840,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,351,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,528,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,72,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,0,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,786,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,12,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,1478,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,366,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,863,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,456,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,612,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,5422,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,219,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,1391,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,575,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,1201,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,234,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,795,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,2309,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,8,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,382,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,96,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,487,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,83,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,134,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,1775,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,30,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Condom,,275,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Pills,,360,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Depo,,1016,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,IUD,,90,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporary Methods,Norplant,,400,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Male,1274,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Permanent method,Sterilization,Female,54,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,1304,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,804,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,1528,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,304,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,675,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3265,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,383,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,1874,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,429,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,2055,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,218,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,656,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,4401,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,162,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,2842,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,737,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,2930,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,251,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,860,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,2909,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,311,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,2982,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,980,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,2922,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,346,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,773,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3592,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,595,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,7606,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,6909,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,11423,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,1728,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,3142,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,4535,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,41165,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,5361,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,4173,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,6439,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,1882,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,2154,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,4171,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,20085,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,1294,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,1274,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,3457,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,80,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,202,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,3140,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,849,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,6070,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,5314,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,4392,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,482,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,1310,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,4316,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,1590,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Condom,,1018,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Pills,,772,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Depo,,1994,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,IUD,,269,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Temporary Methods,Norplant,,512,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Male,2850,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Permanent method,Sterilization,Female,550,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Temporary Methods,Condom,,738,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Temporary Methods,Pills,,1348,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Temporary Methods,Depo,,4011,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Temporary Methods,IUD,,792,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Temporary Methods,Norplant,,129,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Permanent method,Strerilization,Male,1981,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Permanent method,Strerilization,Female,2,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Condom,,1703,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Pills,,2311,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Depo,,5299,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,IUD,,863,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Norplant,,1084,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Permanent method,Strerilization,Male,1820,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Permanent method,Strerilization,Female,372,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Condom,,1804,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Pills,,6642,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Depo,,13064,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,IUD,,1879,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Temporary Methods,Norplant,,1489,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Permanent method,Strerilization,Male,1891,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Permanent method,Strerilization,Female,6726,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Temporary Methods,Condom,,5262,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Temporary Methods,Pills,,6828,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Temporary Methods,Depo,,16261,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Temporary Methods,IUD,,4087,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Temporary Methods,Norplant,,4836,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Permanent method,Strerilization,Male,9042,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Permanent method,Strerilization,Female,54502,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Temporary Methods,Condom,,4145,Kosi,Terai,Eastern
