District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Sub-Indicator,Sub-Indicator,Value
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,HEV,Total,36
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CD4 count,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Viral Load,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Others,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HIV,Total,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HCV,Total,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HBsAg,Total,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HEV,Total,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CD4 count,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Viral Load,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Others,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HIV,Total,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HCV,Total,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HBsAg,Total,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HEV,Total,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CD4 count,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Viral Load,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Others,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HIV,Total,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HCV,Total,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HBsAg,Total,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HEV,Total,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CD4 count,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Viral Load,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Others,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HIV,Total,3329
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HIV,+Ve,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HCV,Total,810
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HBsAg,Total,3270
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HBsAg,+Ve,69
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HEV,Total,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CD4 count,,74
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Viral Load,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HIV,Total,718
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HIV,+Ve,7
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HCV,Total,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HBsAg,Total,344
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HBsAg,+Ve,5
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HEV,Total,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CD4 count,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Viral Load,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,,42
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HIV,Total,5
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HCV,Total,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HBsAg,Total,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HEV,Total,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CD4 count,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Viral Load,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HIV,Total,815
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HIV,+Ve,7
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HCV,Total,261
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HBsAg,Total,760
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HBsAg,+Ve,6
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HEV,Total,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CD4 count,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Viral Load,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,,3
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HIV,Total,158
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HCV,Total,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HBsAg,Total,18
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HBsAg,+Ve,6
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HEV,Total,1
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CD4 count,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Viral Load,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,Total,9
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,Total,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,Total,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,Total,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CD4 count,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Viral Load,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,Total,23
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,Total,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,Total,44
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,+Ve,11
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,Total,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CD4 count,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Viral Load,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,Total,81
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,+Ve,2
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,Total,33
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,+Ve,1
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,Total,69
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,+Ve,4
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,Total,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,CD4 count,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Viral Load,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,Total,2
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,Total,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,Total,2
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,Total,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,CD4 count,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Viral Load,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,Total,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HIV,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,Total,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HCV,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,Total,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Western Bloot,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,Total,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HBsAg,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,Total,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,HEV,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CD4 count,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Viral Load,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HIV,Total,74
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HIV,+Ve,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HCV,Total,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HCV,+Ve,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HBsAg,Total,25
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HBsAg,+Ve,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HEV,Total,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,HEV,+Ve,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,CD4 count,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Viral Load,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Others,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HIV,Total,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HIV,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HCV,Total,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HCV,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HBsAg,Total,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HBsAg,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HEV,Total,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,HEV,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,CD4 count,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Viral Load,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Others,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HIV,Total,2315
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HIV,+Ve,82
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HCV,Total,160
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HCV,+Ve,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HBsAg,Total,1505
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HBsAg,+Ve,44
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HEV,Total,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,HEV,+Ve,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,CD4 count,,368
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Viral Load,,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Others,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HIV,Total,809
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HIV,+Ve,63
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HCV,Total,31
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HCV,+Ve,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HBsAg,Total,150
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HBsAg,+Ve,3
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HEV,Total,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,HEV,+Ve,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,CD4 count,,275
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Viral Load,,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Others,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HIV,Total,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HIV,+Ve,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HCV,Total,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HCV,+Ve,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HBsAg,Total,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HBsAg,+Ve,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HEV,Total,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,HEV,+Ve,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,CD4 count,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Viral Load,,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Others,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HIV,Total,1669
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HIV,+Ve,18
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HCV,Total,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HCV,+Ve,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HBsAg,Total,2194
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HBsAg,+Ve,20
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HEV,Total,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,HEV,+Ve,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,CD4 count,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Viral Load,,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Others,,149
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HIV,Total,504
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HIV,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HCV,Total,71
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HCV,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Western Bloot,Total,1
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HBsAg,Total,118
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HBsAg,+Ve,2
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HEV,Total,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,HEV,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,CD4 count,,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Viral Load,,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HIV,Total,834
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HIV,+Ve,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HCV,Total,66
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HCV,+Ve,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HBsAg,Total,168
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HBsAg,+Ve,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HEV,Total,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,HEV,+Ve,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,CD4 count,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Viral Load,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HIV,Total,81
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HIV,+Ve,1
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HCV,Total,4
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HCV,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Western Bloot,Total,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Western Bloot,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HBsAg,Total,120
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HBsAg,+Ve,1
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HEV,Total,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,HEV,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,CD4 count,,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Viral Load,,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Others,,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HIV,Total,95
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HIV,+Ve,456
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HCV,Total,260
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HCV,+Ve,6
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Western Bloot,Total,78
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Western Bloot,+Ve,5
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HBsAg,Total,272
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HBsAg,+Ve,58
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HEV,Total,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,HEV,+Ve,57
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,CD4 count,,875
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Viral Load,,8
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Others,,568
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HIV,Total,26
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HIV,+Ve,2
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HCV,Total,1
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HCV,+Ve,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HBsAg,Total,22
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Others,,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HIV,Total,908
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HIV,+Ve,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HCV,Total,68
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HCV,+Ve,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HBsAg,Total,894
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,1
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Others,,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HIV,Total,9391
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HIV,+Ve,17
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HCV,Total,2164
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HCV,+Ve,30
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Western Bloot,Total,17
