District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.6
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.63
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.02
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,4.14
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.99
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.29
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Not Mentioned Others,,11.74
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.69
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.14
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.47
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.61
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.91
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,22.14
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.12
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Not Mentioned Others,,10.56
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.9
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.3
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.62
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,2.44
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,1.02
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,6.67
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,19.63
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,1.53
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Not Mentioned Others,,14.13
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.67
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.03
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.71
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.05
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,4.3
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,35.15
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.05
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Not Mentioned Others,,3.78
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.68
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.02
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.73
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.34
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,3.62
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,27.54
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.08
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Not Mentioned Others,,16.34
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.84
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.05
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.7
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.19
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.31
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.5
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.17
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Not Mentioned Others,,9.34
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.09
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.03
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.18
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.22
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.86
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.53
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.1
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Not Mentioned Others,,11.61
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.07
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.09
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.7
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.63
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.39
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,19.25
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.22
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Not Mentioned Others,,8.88
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,0.45
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.01
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.35
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.2
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.61
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,15.34
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.04
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Not Mentioned Others,,47.49
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.74
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.21
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.98
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,2.96
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.32
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,3.82
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,19.16
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.5
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Not Mentioned Others,,23.98
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.22
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.06
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.8
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.12
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.54
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.11
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.07
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Not Mentioned Others,,8.57
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Not Mentioned Others,,100
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.78
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.08
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.56
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.15
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.35
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,22.1
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.15
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Not Mentioned Others,,4.17
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.1
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.17
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.79
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.22
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.81
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.91
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.09
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Not Mentioned Others,,7.56
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.42
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.05
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.42
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.2
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.47
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.98
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.07
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,16.57
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.62
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.05
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.59
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.29
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.04
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0.65
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.16
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.08
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,11.81
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.82
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.32
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.83
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.32
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.38
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.39
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.27
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,7.93
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.23
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.1
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.8
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.24
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.02
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.63
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.92
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.18
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,5.62
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.78
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.16
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.87
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.58
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.09
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,19.41
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.36
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Not Mentioned Others,,14.9
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,8.91
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.02
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.86
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.05
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0.99
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,21.16
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.21
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Not Mentioned Others,,7.63
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.85
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.12
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.25
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.12
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.31
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,19.64
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.42
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Not Mentioned Others,,6.55
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,3.58
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.09
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.73
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.13
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.04
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,16.65
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.13
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,16.71
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.85
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.1
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.2
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.11
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0.92
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.92
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.07
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,9.73
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.54
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.19
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.28
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.18
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.13
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.78
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.18
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Not Mentioned Others,,8.54
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.38
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.04
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.41
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.26
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.05
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.64
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.2
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Not Mentioned Others,,21.13
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.69
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.06
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.18
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.03
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.75
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.79
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.06
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Not Mentioned Others,,4.46
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.14
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.23
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.54
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.13
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.65
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,26.58
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.32
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Not Mentioned Others,,5.84
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.99
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.2
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.93
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.12
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.01
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.21
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.15
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Not Mentioned Others,,2.91
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,3.44
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.13
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.43
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.07
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.34
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.39
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.33
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Not Mentioned Others,,9.72
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.68
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.08
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.98
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.07
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
