District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Value
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,ORS,97.38
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,2.62
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,25.47
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,11.6
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,62.92
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,798.68
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,80.83
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.77
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,ORS,96.83
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,3.17
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,24.02
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,15.82
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,60.16
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,429.17
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,65.62
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,2.11
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,ORS,81.84
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,18.16
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.09
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,45.28
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,17.28
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,37.44
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Incidence  per 1000,,1229.94
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,76.52
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.77
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,ORS,97.5
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% Treated With,IV Fluid,2.5
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.02
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,HF,35.12
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,23.13
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,% of CDD Cases at,FCHV,41.75
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,979.39
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,77.54
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.29
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% Treated With,ORS,97.42
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,2.58
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,32.95
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,13.18
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,53.87
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,669.45
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,64.29
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.23
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% Treated With,ORS,92.55
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,7.45
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,29.11
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,17.03
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,53.86
Achham,Seti,Hill,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,1095.99
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,66.95
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.39
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% Treated With,ORS,98.11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,1.89
Achham,Seti,Hill,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,34.69
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,15.47
Achham,Seti,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,49.84
Doti,Seti,Hill,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,859.75
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,76.73
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.15
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% Treated With,ORS,98.87
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,1.13
Doti,Seti,Hill,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,18.98
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,18.49
Doti,Seti,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,62.53
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,576.97
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,70.91
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.25
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% Treated With,ORS,99.2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,0.8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,16.08
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,6.56
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,77.36
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,864
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,82.27
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.05
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% Treated With,ORS,98.92
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,1.08
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,16.78
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,2.96
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,80.26
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,989.68
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,74.06
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.73
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% Treated With,ORS,99.24
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,0.76
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,25
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,8.62
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,66.39
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,947.79
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,88.22
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.29
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% Treated With,ORS,97.53
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,2.47
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0.01
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,22.12
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,14.85
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,63.02
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,CDD Incidence  per 1000,,1215.11
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Dehydration (Mild and Severe) among new Cases,,50.75
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Severe Dehydration among new Cases,,0.06
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% Treated With,ORS,99.2
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% Treated With,IV Fluid,0.8
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,CDD Case Fatality,IV Fluid,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,HF,12.87
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,VHW/MCHW,13.3
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,% of CDD Cases at,FCHV,73.83
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,1829.72
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,32.22
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.04
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% Treated With,ORS,94.31
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% Treated With,IV Fluid,5.69
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,HF,8.69
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,11.33
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,79.98
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,629.27
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,90.49
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.12
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,99.2
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,0.8
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,17.62
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,13.7
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,68.67
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,566.18
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,84.13
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.05
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,96.07
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,3.93
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,9.77
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,21.35
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,68.88
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,660.79
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,81.87
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.16
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% Treated With,ORS,97.64
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% Treated With,IV Fluid,2.36
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,HF,19.43
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,14.91
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,65.66
Morang,Kosi,Terai,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,442.05
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,84.77
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.11
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% Treated With,ORS,97.48
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% Treated With,IV Fluid,2.52
Morang,Kosi,Terai,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,HF,17.37
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,12.72
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,69.91
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,586.6
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,80.87
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.12
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% Treated With,ORS,99.25
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% Treated With,IV Fluid,0.75
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,HF,18.78
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,11.43
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,69.79
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,655.36
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,80.11
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.03
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,98.65
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,1.35
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,20.53
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,13.21
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,66.26
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,627.3
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,79.23
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.26
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,97.35
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,2.65
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,24.41
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,14.75
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,60.84
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,417.2
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,65.73
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.75
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% Treated With,ORS,98.06
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% Treated With,IV Fluid,1.94
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.03
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,HF,42.34
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,10.97
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,46.7
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,802.96
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,80.88
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.03
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,98.55
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,1.45
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,24.38
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,14.73
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,60.88
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,847.7
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,59.35
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.43
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% Treated With,ORS,93.1
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% Treated With,IV Fluid,6.9
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.01
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,HF,39.39
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,15.18
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,45.44
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,901.08
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,81.45
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.6
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,95.82
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,4.18
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,26.76
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,14.81
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,58.43
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,609.97
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,77.97
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.6
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,80.33
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,19.67
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,33.08
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,21.82
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,45.09
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,457.66
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,83.72
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.43
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% Treated With,ORS,97.14
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% Treated With,IV Fluid,2.86
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,HF,24.69
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,13.51
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,61.81
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,651
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,73.74
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.09
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% Treated With,ORS,98.88
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% Treated With,IV Fluid,1.12
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,HF,30.14
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,18.28
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,51.58
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,CDD Incidence  per 1000,,541.26
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,79.68
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Severe Dehydration among new Cases,,0.23
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% Treated With,ORS,98.72
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% Treated With,IV Fluid,1.28
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,HF,30.1
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,17.21
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of CDD Cases at,FCHV,52.7
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,407.21
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,74.82
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.53
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% Treated With,ORS,98.01
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,1.99
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,26.52
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,20.82
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,52.65
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,400.45
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,88.92
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.09
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% Treated With,ORS,97.13
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,2.87
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.01
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,22.16
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,23.27
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,54.58
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,433.49
