Year BS,Year AD,District,zone,belt,region,Skin diseases,No of people,Zone,Belt,Region
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Leukoderma,76,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Lymphadenitis,358,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Psoriasis,110,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Scabies,2744,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Abscess,4675,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,"Eczema/
Dermatatis",4703,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,"Fungal
Infection",5194,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",5512,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Leukoderma,100,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Lymphadenitis,517,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Psoriasis,49,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Scabies,3367,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Abscess,4557,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,"Eczema/
Dermatatis",4254,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,"Fungal
Infection",5166,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",5895,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Leukoderma,89,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Lymphadenitis,352,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Psoriasis,80,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Scabies,3442,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Abscess,4272,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,"Eczema/
Dermatatis",4440,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,"Fungal
Infection",5773,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",5902,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Leukoderma,107,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Lymphadenitis,254,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Psoriasis,53,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Scabies,3307,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Abscess,3837,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,"Eczema/
Dermatatis",5039,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,"Fungal
Infection",6124,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",6344,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Leukoderma,119,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Lymphadenitis,463,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Psoriasis,76,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Scabies,3216,Gandaki,Hill,Western
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Abscess,14029,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,"Eczema/
Dermatatis",6510,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,"Fungal
Infection",9881,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",27289,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Leukoderma,335,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Lymphadenitis,903,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Psoriasis,316,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Scabies,11463,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Abscess,12765,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,"Eczema/
Dermatatis",5761,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,"Fungal
Infection",8065,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",25107,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Leukoderma,233,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Lymphadenitis,386,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Psoriasis,421,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Scabies,10244,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Abscess,16463,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,"Eczema/
Dermatatis",6017,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,"Fungal
Infection",8857,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",25788,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Leukoderma,256,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Lymphadenitis,407,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Psoriasis,144,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Scabies,13275,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Abscess,14798,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,"Eczema/
Dermatatis",8806,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,"Fungal
Infection",10988,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",31522,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Leukoderma,523,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Lymphadenitis,442,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Psoriasis,148,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Scabies,17509,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Abscess,13007,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,"Eczema/
Dermatatis",7750,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,"Fungal
Infection",11292,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,"Impegtigo/
Boils/
Furunculosis",28235,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Leukoderma,246,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Lymphadenitis,357,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Psoriasis,76,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Scabies,16828,Janakpur,Terai,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Abscess,4813,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,"Eczema/
Dermatatis",3680,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,"Fungal
Infection",3278,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,"Impegtigo/
Boils/
Furunculosis",10210,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Leukoderma,81,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Lymphadenitis,409,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Psoriasis,34,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Scabies,3108,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Abscess,4783,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,"Eczema/
Dermatatis",3858,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,"Fungal
Infection",3935,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,"Impegtigo/
Boils/
Furunculosis",9502,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Leukoderma,74,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Lymphadenitis,285,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Psoriasis,56,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Scabies,2583,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Abscess,5131,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,"Eczema/
Dermatatis",4612,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,"Fungal
Infection",4784,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,"Impegtigo/
Boils/
Furunculosis",9039,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Leukoderma,102,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Lymphadenitis,355,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Psoriasis,112,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Scabies,2939,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Abscess,4511,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,"Eczema/
Dermatatis",4666,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,"Fungal
Infection",5661,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,"Impegtigo/
Boils/
Furunculosis",10385,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Leukoderma,96,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Lymphadenitis,291,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Psoriasis,40,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Scabies,2572,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Abscess,4041,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,"Eczema/
Dermatatis",4377,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,"Fungal
Infection",4959,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,"Impegtigo/
Boils/
Furunculosis",8695,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Leukoderma,82,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Lymphadenitis,243,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Psoriasis,29,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Scabies,2121,Narayani,Hill,Central
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Abscess,131,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,"Eczema/
Dermatatis",231,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,"Fungal
Infection",443,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",115,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Leukoderma,1,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Lymphadenitis,11,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Psoriasis,1,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Scabies,407,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Abscess,138,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,"Eczema/
Dermatatis",308,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,"Fungal
Infection",360,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",147,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Leukoderma,0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Lymphadenitis,5,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Psoriasis,0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Scabies,251,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Abscess,145,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,"Eczema/
Dermatatis",327,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,"Fungal
Infection",292,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",143,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Leukoderma,3,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Lymphadenitis,11,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Psoriasis,1,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Scabies,155,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Abscess,159,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,"Eczema/
Dermatatis",188,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,"Fungal
Infection",366,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",70,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Leukoderma,12,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Lymphadenitis,5,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Psoriasis,2,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Scabies,183,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Abscess,183,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,"Eczema/
Dermatatis",188,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,"Fungal
Infection",365,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",106,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Leukoderma,0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Lymphadenitis,6,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Psoriasis,2,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Scabies,235,Gandaki,Mountain,Western
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Abscess,12168,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,"Eczema/
Dermatatis",9646,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,"Fungal
Infection",14120,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",27427,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Leukoderma,434,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Lymphadenitis,1432,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Psoriasis,76,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Scabies,7571,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Abscess,11191,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,"Eczema/
Dermatatis",9012,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,"Fungal
Infection",13711,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",24927,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Leukoderma,1291,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Lymphadenitis,1372,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Psoriasis,135,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Scabies,9230,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Abscess,11206,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,"Eczema/
Dermatatis",10030,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,"Fungal
Infection",15716,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",28120,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Leukoderma,112,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Lymphadenitis,1785,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Psoriasis,150,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Scabies,8557,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Abscess,11638,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,"Eczema/
Dermatatis",9810,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,"Fungal
Infection",18237,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",25017,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Leukoderma,222,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Lymphadenitis,1392,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Psoriasis,103,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Scabies,11241,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Abscess,10239,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,"Eczema/
Dermatatis",10143,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,"Fungal
Infection",19578,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",28888,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Leukoderma,237,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Lymphadenitis,1315,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Psoriasis,129,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Scabies,14651,Kosi,Terai,Eastern
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Abscess,854,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",663,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,"Fungal
Infection",831,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",1255,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Leukoderma,59,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Lymphadenitis,77,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Psoriasis,68,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Scabies,996,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Abscess,976,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",672,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,"Fungal
Infection",1043,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",963,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Leukoderma,76,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Lymphadenitis,50,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Psoriasis,34,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Scabies,1154,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Abscess,971,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",681,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,"Fungal
Infection",1069,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",771,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Leukoderma,27,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Lymphadenitis,73,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Psoriasis,31,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Scabies,1314,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Abscess,1016,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",1464,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,"Fungal
Infection",921,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",822,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Leukoderma,103,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Lymphadenitis,32,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Psoriasis,10,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Scabies,1529,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Abscess,1011,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",1685,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,"Fungal
Infection",885,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",743,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Leukoderma,31,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Lymphadenitis,70,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Psoriasis,10,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Scabies,1749,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Abscess,193,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,"Eczema/
Dermatatis",635,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,"Fungal
Infection",394,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",482,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Leukoderma,1,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Lymphadenitis,37,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Psoriasis,3,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Scabies,162,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Abscess,194,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,"Eczema/
Dermatatis",781,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,"Fungal
Infection",265,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",210,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Leukoderma,5,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Lymphadenitis,16,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Psoriasis,1,Dhawalagiri,Mountain,Western
