Year BS,Year AD,District,zone,belt,region,"Ear,Nose and Throat related problems",No of people,Zone,Belt,Region
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Foreign body in respiratory tract,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Pharyngities/ Sore throat,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Sinusitis,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Tonsilitis,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3422,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Foreign body in respiratory tract,132,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Pharyngities/ Sore throat,1872,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Sinusitis,2455,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Tonsilitis,4538,Bagmati,Hill,Central
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3161,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Foreign body in respiratory tract,96,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Pharyngities/ Sore throat,1150,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Sinusitis,980,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Tonsilitis,3850,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3559,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Foreign body in respiratory tract,80,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Pharyngities/ Sore throat,1170,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Sinusitis,1379,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Tonsilitis,5030,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3203,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Foreign body in respiratory tract,33,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Pharyngities/ Sore throat,1233,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Sinusitis,1670,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Tonsilitis,4832,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3409,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Foreign body in respiratory tract,62,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Pharyngities/ Sore throat,1620,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Sinusitis,2084,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Tonsilitis,5424,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3452,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Foreign body in respiratory tract,44,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Pharyngities/ Sore throat,2899,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Sinusitis,5556,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Tonsilitis,7947,Gandaki,Hill,Western
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),14116,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Foreign body in respiratory tract,358,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Pharyngities/ Sore throat,1819,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Sinusitis,2664,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Tonsilitis,4211,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),12845,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Foreign body in respiratory tract,141,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Pharyngities/ Sore throat,1618,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Sinusitis,2434,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Tonsilitis,3824,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),13447,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Foreign body in respiratory tract,223,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Pharyngities/ Sore throat,1697,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Sinusitis,2569,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Tonsilitis,3765,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),14224,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Foreign body in respiratory tract,161,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Pharyngities/ Sore throat,1907,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Sinusitis,2912,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Tonsilitis,5935,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),13941,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Foreign body in respiratory tract,641,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Pharyngities/ Sore throat,10200,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Sinusitis,9522,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Tonsilitis,14237,Janakpur,Terai,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3723,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Foreign body in respiratory tract,89,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Pharyngities/ Sore throat,1760,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Sinusitis,972,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Tonsilitis,4238,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4166,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Foreign body in respiratory tract,21,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Pharyngities/ Sore throat,1829,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Sinusitis,1072,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Tonsilitis,3626,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4202,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Foreign body in respiratory tract,62,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Pharyngities/ Sore throat,1700,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Sinusitis,1342,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Tonsilitis,4762,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4397,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Foreign body in respiratory tract,58,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Pharyngities/ Sore throat,2448,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Sinusitis,1554,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Tonsilitis,5409,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),138,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Foreign body in respiratory tract,2,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Pharyngities/ Sore throat,94,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Sinusitis,230,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Tonsilitis,448,Narayani,Hill,Central
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),206,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Foreign body in respiratory tract,0,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Pharyngities/ Sore throat,96,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Sinusitis,189,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Tonsilitis,523,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),169,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Foreign body in respiratory tract,6,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Pharyngities/ Sore throat,95,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Sinusitis,137,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Tonsilitis,379,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),141,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Foreign body in respiratory tract,34,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Pharyngities/ Sore throat,140,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Sinusitis,195,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Tonsilitis,388,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),155,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Foreign body in respiratory tract,2,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Pharyngities/ Sore throat,122,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Sinusitis,232,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Tonsilitis,492,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),327,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Foreign body in respiratory tract,4,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Pharyngities/ Sore throat,418,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Sinusitis,386,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Tonsilitis,914,Gandaki,Mountain,Western
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),15843,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Foreign body in respiratory tract,252,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Pharyngities/ Sore throat,6069,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Sinusitis,4173,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Tonsilitis,10617,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),15325,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Foreign body in respiratory tract,371,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Pharyngities/ Sore throat,6675,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Sinusitis,5001,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Tonsilitis,11387,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),14565,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Foreign body in respiratory tract,166,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Pharyngities/ Sore throat,7350,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Sinusitis,4287,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Tonsilitis,11869,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),14588,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Foreign body in respiratory tract,302,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Pharyngities/ Sore throat,9968,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Sinusitis,5605,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Tonsilitis,15765,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2519,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Foreign body in respiratory tract,91,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Pharyngities/ Sore throat,843,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Sinusitis,1321,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Tonsilitis,3598,Kosi,Terai,Eastern
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),759,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,28,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,295,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Sinusitis,387,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Tonsilitis,579,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),771,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,105,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,223,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Sinusitis,461,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Tonsilitis,626,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),650,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,49,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,272,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Sinusitis,593,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Tonsilitis,767,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),579,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,33,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,201,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Sinusitis,324,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Tonsilitis,546,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2999,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,49,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,2472,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Sinusitis,3087,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Tonsilitis,7116,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),509,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Foreign body in respiratory tract,19,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Pharyngities/ Sore throat,487,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Sinusitis,495,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Tonsilitis,1334,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),405,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Foreign body in respiratory tract,9,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Pharyngities/ Sore throat,429,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Sinusitis,335,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Tonsilitis,1314,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),554,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Foreign body in respiratory tract,4,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Pharyngities/ Sore throat,357,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Sinusitis,351,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Tonsilitis,1553,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),325,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Foreign body in respiratory tract,0,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Pharyngities/ Sore throat,298,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Sinusitis,300,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Tonsilitis,968,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4215,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Foreign body in respiratory tract,117,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Pharyngities/ Sore throat,3557,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Sinusitis,3408,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Tonsilitis,8559,Dhawalagiri,Mountain,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3042,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,107,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,1791,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Sinusitis,1933,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Tonsilitis,4129,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2596,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,70,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,1427,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Sinusitis,1355,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Tonsilitis,3774,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2463,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,40,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,1014,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Sinusitis,1323,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Tonsilitis,3998,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2350,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,58,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,1109,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Sinusitis,1819,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Tonsilitis,4118,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),2877,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,51,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,1465,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Sinusitis,1866,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Tonsilitis,3855,Dhawalagiri,Hill,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),9492,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Foreign body in respiratory tract,29,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Pharyngities/ Sore throat,1913,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Sinusitis,3479,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Tonsilitis,4755,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10548,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Foreign body in respiratory tract,89,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Pharyngities/ Sore throat,2238,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Sinusitis,4244,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Tonsilitis,5497,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10804,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Foreign body in respiratory tract,76,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Pharyngities/ Sore throat,2561,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Sinusitis,4499,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Tonsilitis,5606,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10788,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Foreign body in respiratory tract,80,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Pharyngities/ Sore throat,2733,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Sinusitis,4665,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Tonsilitis,6225,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5417,Lumbini,Terai,Western
