Year BS,Year AD,District,zone,belt,region,Oral Problem,No of People,Zone,Belt,Region
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1906,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Other disorder of teeth,466,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Periodontal diseases (gum diseases),931,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Dental Carries/ Toothache,6699,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",2015,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Other disorder of teeth,284,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Periodontal diseases (gum diseases),855,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Dental Carries/ Toothache,6413,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",2135,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Other disorder of teeth,316,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Periodontal diseases (gum diseases),923,Gandaki,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Dental Carries/ Toothache,6186,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",1833,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Other disorder of teeth,903,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Periodontal diseases (gum diseases),949,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Dental Carries/ Toothache,7212,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",1440,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Other disorder of teeth,530,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Periodontal diseases (gum diseases),901,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Dental Carries/ Toothache,5820,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",1004,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Other disorder of teeth,474,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Periodontal diseases (gum diseases),801,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Dental Carries/ Toothache,3304,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",647,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Other disorder of teeth,251,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Periodontal diseases (gum diseases),343,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Dental Carries/ Toothache,3932,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,"Oral ulcer,mucosa and other related disease",505,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Other disorder of teeth,125,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Periodontal diseases (gum diseases),240,Lumbini,Hill,Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2848,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",638,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Other disorder of teeth,589,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),654,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2184,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",579,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Other disorder of teeth,278,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),473,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2213,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",429,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Other disorder of teeth,319,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),385,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2533,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",359,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Other disorder of teeth,585,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),485,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1895,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",417,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Other disorder of teeth,397,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),453,Karnali,Mountain,Mid-Western
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Dental Carries/ Toothache,3648,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1280,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Other disorder of teeth,624,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),1403,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Dental Carries/ Toothache,3223,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1503,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Other disorder of teeth,426,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),890,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Dental Carries/ Toothache,2965,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1435,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Other disorder of teeth,376,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),569,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Dental Carries/ Toothache,2866,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1794,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Other disorder of teeth,653,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),944,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Dental Carries/ Toothache,2427,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1640,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Other disorder of teeth,926,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Periodontal diseases (gum diseases),835,Mechi,Hill,Eastern
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,3697,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",461,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Other disorder of teeth,267,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),494,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,4081,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",822,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Other disorder of teeth,291,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),645,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,4246,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",797,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Other disorder of teeth,308,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),697,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,3610,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",718,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Other disorder of teeth,302,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),603,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,3298,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",380,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Other disorder of teeth,301,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),481,Bheri,Hill,Mid-Western
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Dental Carries/ Toothache,7688,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2761,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Other disorder of teeth,1178,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Periodontal diseases (gum diseases),2762,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Dental Carries/ Toothache,8576,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2961,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Other disorder of teeth,1071,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Periodontal diseases (gum diseases),2682,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Dental Carries/ Toothache,10371,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3181,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Other disorder of teeth,1798,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Periodontal diseases (gum diseases),4050,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Dental Carries/ Toothache,9704,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4139,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Other disorder of teeth,1406,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Periodontal diseases (gum diseases),3048,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Dental Carries/ Toothache,9563,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3568,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Other disorder of teeth,1381,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Periodontal diseases (gum diseases),3415,Mechi,Terai,Eastern
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2482,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",252,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Other disorder of teeth,139,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),292,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2608,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",251,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Other disorder of teeth,116,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),339,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2629,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",336,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Other disorder of teeth,115,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),272,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2300,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",242,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Other disorder of teeth,101,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),234,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2024,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",332,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Other disorder of teeth,231,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),271,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Dental Carries/ Toothache,4038,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2486,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Other disorder of teeth,523,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Periodontal diseases (gum diseases),767,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Dental Carries/ Toothache,3691,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2305,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Other disorder of teeth,530,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Periodontal diseases (gum diseases),827,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Dental Carries/ Toothache,4589,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2533,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Other disorder of teeth,685,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Periodontal diseases (gum diseases),833,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Dental Carries/ Toothache,4761,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2441,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Other disorder of teeth,810,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Periodontal diseases (gum diseases),649,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Dental Carries/ Toothache,3789,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2357,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Other disorder of teeth,532,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Periodontal diseases (gum diseases),604,Seti,Terai,Far-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2185,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",501,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Other disorder of teeth,226,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),385,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2116,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",517,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Other disorder of teeth,240,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),335,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1756,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",459,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Other disorder of teeth,167,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),257,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2133,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",326,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Other disorder of teeth,145,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),239,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,2336,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",573,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Other disorder of teeth,183,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),356,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Dental Carries/ Toothache,2385,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",1958,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Other disorder of teeth,214,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Periodontal diseases (gum diseases),440,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Dental Carries/ Toothache,3624,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2366,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Other disorder of teeth,354,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Periodontal diseases (gum diseases),380,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Dental Carries/ Toothache,3949,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",1996,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Other disorder of teeth,236,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Periodontal diseases (gum diseases),504,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Dental Carries/ Toothache,4175,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2110,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Other disorder of teeth,568,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Periodontal diseases (gum diseases),608,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Dental Carries/ Toothache,3637,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,"Oral ulcer,mucosa and other related disease",2001,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Other disorder of teeth,388,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Periodontal diseases (gum diseases),899,Mahakali,Terai,Far-Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Dental Carries/ Toothache,8002,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",2683,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Other disorder of teeth,2283,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Periodontal diseases (gum diseases),1591,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Dental Carries/ Toothache,7695,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",2625,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Other disorder of teeth,1295,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Periodontal diseases (gum diseases),2592,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Dental Carries/ Toothache,8846,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",2785,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Other disorder of teeth,1274,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Periodontal diseases (gum diseases),1913,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Dental Carries/ Toothache,9109,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",3109,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Other disorder of teeth,1515,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Periodontal diseases (gum diseases),2185,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Dental Carries/ Toothache,9756,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",3046,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Other disorder of teeth,1747,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Periodontal diseases (gum diseases),2309,Lumbini,Terai,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Dental Carries/ Toothache,7982,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",4999,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Other disorder of teeth,8679,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Periodontal diseases (gum diseases),1886,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Dental Carries/ Toothache,9006,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",5578,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Other disorder of teeth,8412,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Periodontal diseases (gum diseases),1920,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Dental Carries/ Toothache,10047,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1734,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Other disorder of teeth,11533,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Periodontal diseases (gum diseases),2314,Gandaki,Hill,Western
