District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Sub-Indicator,Value
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Temporary Methods,Implant,<20 Years,19
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Temporary Methods,Implant,Err:510,635
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Temporary Methods,Implant,Total,654
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,12358
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1329
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,108
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,1229
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,1337
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,209
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,2686
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,2895
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,1
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,41
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,42
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,1
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,165
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,166
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,5769
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1317
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,81
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,606
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,687
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,134
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,1219
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,1353
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,18
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,184
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,202
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,2
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,105
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,107
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,3666
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,2330
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,117
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,1158
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,1275
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,171
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,1574
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,1745
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,17
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,436
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,453
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,5
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,111
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,116
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,5919
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1897
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,88
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,742
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,830
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,98
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,1098
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,1196
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,3
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,160
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,163
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,1
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,40
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,41
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,4127
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,3441
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,288
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,2460
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,2748
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,292
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,2743
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,3035
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,40
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,1039
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,1079
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,3
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,290
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,293
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,10596
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Condom,,152
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,27
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Pills,Total,27
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,3
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,56
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Depo,Total,59
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,1
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,IUD,Total,1
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,1
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,20
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Implant,Total,21
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,260
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Condom,,272
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,8
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,110
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Pills,Total,118
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,16
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,287
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Depo,Total,303
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,25
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,IUD,Total,25
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,16
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Implant,Total,16
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,734
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1313
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,53
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,481
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,534
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,96
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,965
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,1061
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,12
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,170
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,182
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,10
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,255
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,265
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,3355
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1660
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,20
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,435
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,455
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,62
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,704
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,766
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,9
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,387
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,396
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,2
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,121
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,123
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,3400
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1941
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,100
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,1719
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,1819
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,206
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,2034
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,2240
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,29
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,368
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,397
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,402
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,402
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,6799
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,4062
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,52
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,1964
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,2016
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,110
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,3161
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,3271
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,128
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,128
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,2
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,115
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,117
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,9594
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,2068
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,34
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,679
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,713
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,135
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,1451
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,1586
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,20
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,269
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,289
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,89
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,366
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,455
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,5111
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Condom,,5129
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,126
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,2248
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,Total,2374
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,276
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,4175
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,Total,4451
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,7
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,511
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,Total,518
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,2
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,583
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,Total,585
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,13057
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Condom,,7936
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,3699
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,Total,3699
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,6990
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,Total,6990
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,512
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,Total,512
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,958
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,Total,958
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,20095
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Condom,,2998
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,44
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,2195
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Pills,Total,2239
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,89
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,4972
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Depo,Total,5061
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,155
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,IUD,Total,155
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,193
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Implant,Total,193
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,10646
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Condom,,1750
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,27
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,516
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Pills,Total,543
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,37
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,1059
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Depo,Total,1096
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,31
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,200
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,IUD,Total,231
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,1
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,275
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Implant,Total,276
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,3896
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Condom,,4370
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,107
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,1276
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Total,1383
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,206
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,2080
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Total,2286
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,3
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,70
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Total,73
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,7
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,237
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Total,244
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,8356
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Condom,,4569
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,136
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,819
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Total,955
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,406
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,2965
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Total,3371
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,3
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,43
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Total,46
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,53
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,1035
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Total,1088
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,10029
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Condom,,1068
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,273
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,2460
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Total,2733
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,478
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,4753
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Total,5231
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,16
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Total,16
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,3
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,195
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Total,198
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Total (Temporary Methods),Total,9246
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Condom,,2198
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,<20 Years,58
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Err:510,581
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Pills,Total,639
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,<20 Years,258
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Err:510,1991
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Depo,Total,2249
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,<20 Years,39
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Err:510,342
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,IUD,Total,381
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,<20 Years,14
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporary Methods,Implant,Err:510,480
