District,zone,belt,region,Year BS,Year AD,Respiratory problems,Morbidity Number,Zone,Belt,Region
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",6383.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Pneumonia,2448.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Sever Pneumonia,82.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Bronchitis,2286.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Asthama,1339.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Viral Influnenza,1347.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Foreign body in respiratory tract,43.0,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",7834.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",6356.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Pneumonia,4407.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Sever Pneumonia,80.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Bronchitis,610.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Asthama,1952.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Viral Influnenza,231.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Foreign body in respiratory tract,33.0,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",10567.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",7375.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Pneumonia,5788.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sever Pneumonia,150.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bronchitis,2807.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Asthama,3794.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Viral Influnenza,2073.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Foreign body in respiratory tract,275.0,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",8258.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",10338.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Pneumonia,3406.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Sever Pneumonia,134.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Bronchitis,2678.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Asthama,3028.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Viral Influnenza,385.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Foreign body in respiratory tract,132.0,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",14844.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",15016.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Pneumonia,5558.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Sever Pneumonia,111.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Bronchitis,2593.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Asthama,3093.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Viral Influnenza,1381.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Foreign body in respiratory tract,120.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",9992.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",8973.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Pneumonia,6586.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Sever Pneumonia,410.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Bronchitis,2964.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Asthama,3587.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Viral Influnenza,895.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Foreign body in respiratory tract,223.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",9442.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",7820.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Pneumonia,5018.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Sever Pneumonia,370.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Bronchitis,3125.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Asthama,2750.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Viral Influnenza,1448.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Foreign body in respiratory tract,138.0,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",27031.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",18836.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Pneumonia,8262.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Sever Pneumonia,201.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Bronchitis,10523.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Asthama,8446.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Viral Influnenza,5941.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Foreign body in respiratory tract,197.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",29700.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"Upper respiratory tract
Infection",26019.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Pneumonia,9754.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Sever Pneumonia,307.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Bronchitis,9873.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Asthama,8192.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Viral Influnenza,3071.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Foreign body in respiratory tract,141.0,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",34361.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",23597.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Pneumonia,9952.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Sever Pneumonia,412.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Bronchitis,10998.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Asthama,11120.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Viral Influnenza,5214.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,296.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",24232.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",20923.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Pneumonia,7755.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Sever Pneumonia,267.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Bronchitis,10040.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Asthama,10275.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Viral Influnenza,2692.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,223.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",25794.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",27289.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Pneumonia,9478.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Sever Pneumonia,1146.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Bronchitis,14920.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Asthama,17354.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Viral Influnenza,3044.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,257.0,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",5337.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",5715.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Pneumonia,4333.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Sever Pneumonia,124.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Bronchitis,1837.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Asthama,2745.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Viral Influnenza,565.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,34.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",11612.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",9907.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Pneumonia,4738.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Sever Pneumonia,157.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Bronchitis,3657.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Asthama,3312.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Viral Influnenza,2851.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,144.0,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",14389.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Upper respiratory tract
Infection",10760.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Pneumonia,2820.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Sever Pneumonia,47.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Bronchitis,2195.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Asthama,3364.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Viral Influnenza,2728.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Foreign body in respiratory tract,89.0,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",17480.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,"Upper respiratory tract
Infection",15158.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Pneumonia,5713.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Sever Pneumonia,280.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Bronchitis,4000.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Asthama,5340.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Viral Influnenza,4547.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Foreign body in respiratory tract,217.0,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",24689.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",24126.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Pneumonia,7274.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Sever Pneumonia,165.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Bronchitis,4679.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Asthama,8210.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Viral Influnenza,3734.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,29.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Pneumonia,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Sever Pneumonia,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Bronchitis,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Asthama,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Viral Influnenza,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,0.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",8602.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",10375.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Pneumonia,2918.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Sever Pneumonia,114.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bronchitis,1526.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Asthama,2926.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Viral Influnenza,2428.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,148.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",24204.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",27793.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Pneumonia,8461.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Sever Pneumonia,1024.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Bronchitis,8782.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Asthama,22632.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Viral Influnenza,7596.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,350.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",7186.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",7700.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Pneumonia,3163.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Sever Pneumonia,193.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Bronchitis,1998.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Asthama,5227.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Viral Influnenza,2995.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,166.0,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",3187.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"Upper respiratory tract
Infection",3184.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Pneumonia,626.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Sever Pneumonia,19.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Bronchitis,437.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Asthama,652.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Viral Influnenza,1408.0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Foreign body in respiratory tract,8.0,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",19845.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",15510.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Pneumonia,9200.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Sever Pneumonia,476.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Bronchitis,4117.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Asthama,6672.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Viral Influnenza,11096.0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,104.0,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",7445.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"Upper respiratory tract
Infection",8910.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Pneumonia,4384.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Sever Pneumonia,209.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Bronchitis,3335.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Asthama,3820.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Viral Influnenza,3434.0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Foreign body in respiratory tract,62.0,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",14881.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",14900.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Pneumonia,7799.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Sever Pneumonia,551.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Bronchitis,9558.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Asthama,10727.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Viral Influnenza,2577.0,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,235.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",17585.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",18578.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Pneumonia,5659.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Sever Pneumonia,434.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Bronchitis,9296.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Asthama,11093.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Viral Influnenza,2399.0,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,132.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Pneumonia,0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Sever Pneumonia,0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Bronchitis,0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Asthama,0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Viral Influnenza,0.0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,0.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",19379.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,"Upper respiratory tract
Infection",17932.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Pneumonia,7631.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sever Pneumonia,252.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bronchitis,4690.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Asthama,8769.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Viral Influnenza,9222.0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Foreign body in respiratory tract,277.0,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",13009.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,"Upper respiratory tract
Infection",18242.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Pneumonia,6990.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sever Pneumonia,143.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bronchitis,3276.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Asthama,3955.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Viral Influnenza,6982.0,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Foreign body in respiratory tract,56.0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",7362.0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"Upper respiratory tract
Infection",7474.0,Gandaki,Hill,Western
