District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicators,Sub-Indicator,Value
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,100.2
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT1,24.2
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT2,34.7
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2+,34.1
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,3.5
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,-0.3
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,86.6
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT,27.5
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,30
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,76.5
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT,45.9
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,103.3
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT3,99.4
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,99.4
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,90.1
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT1,43.9
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT2,43.1
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2+,30.1
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,12.8
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,4.8
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,4.8
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,83.5
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT,26.3
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,28.6
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,71.1
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT,46.4
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,94.4
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT3,93.9
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,93.9
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,94.9
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT1,30
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT2,35
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2+,30.3
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,-0.6
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,1
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,1
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,86.2
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT,30.8
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,32.1
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,72.3
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT,55.3
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,91.5
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),DPT3,90.5
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,90.5
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,85.9
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),JE,67.5
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT1,25.4
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2,40
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2+,32.9
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,6.1
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,0.4
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,0.4
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,69.9
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),DPT,8.4
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,8.6
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,48.6
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),JE,22.2
Dang,Rapti,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),TT,17.2
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,100.9
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT3,90.6
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,90.6
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,85.1
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),JE,76.5
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT1,44.4
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2,37.4
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2+,39
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,15.7
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,2.2
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,2.2
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,76.4
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),DPT,10
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,11.3
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,59.3
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),JE,31.2
Banke,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT,18.3
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,75
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT3,76.2
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,76.2
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,75.7
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),JE,70.7
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT1,43.4
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT2,39.5
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,32.8
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,-0.9
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,0.5
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,0.5
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,81
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),DPT,11.4
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Coverage (%),Polio3,17.2
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,62.1
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),JE,36.4
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),TT,17.1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,90.1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,85.8
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,85.8
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,85.4
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),JE,73.3
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,26
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,33.6
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,32.7
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,5.2
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,1.8
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,1.8
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),BCG,80.2
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,17.7
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,18.5
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Measles,62.6
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),JE,44.1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,39.2
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,108
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,104
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,104
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,95.8
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,31.7
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,28.8
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,41.6
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,11.3
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,4.5
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,4.5
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,87.3
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,30.8
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,31.5
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,75.2
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,65
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,110.7
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,106
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,106
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,103.8
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,57.3
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,46.6
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,21.3
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,6.2
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,5.6
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,5.6
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,82.5
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,23.7
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,24.8
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,69.4
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,52.6
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,97.6
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,94.3
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,94.4
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,88.2
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,65
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,38.1
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,14.1
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,9.6
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,10.1
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,9.8
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,76.3
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,30.5
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,31.8
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,70.3
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,56
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,107.9
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,100.8
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,101.3
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,92
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,43.4
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,32.5
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,39.1
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,14.7
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,6.8
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,6.2
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,75.9
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,21.2
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,21
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,63.7
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,44.1
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,99.3
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,87.9
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,87.5
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,81.1
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,59.4
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,37.1
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,3
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,18.4
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,12.3
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,11.2
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,82.2
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,31.1
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,32.4
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,72
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,60.8
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,115.5
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,108.1
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,98.3
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,106
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,59.9
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,43.2
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,21.2
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,8.2
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,-3.1
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,-2.2
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,70.8
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,18.3
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,18.8
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,51.1
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,41.9
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),BCG,91.3
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,88.5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,88.5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Measles,85.5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT1,49.6
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2,40.1
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),TT2+,7.7
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,6.4
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,2.5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,2.5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,72.8
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,26.2
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,23.8
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),Measles,54
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/2013,Wastage Rate(%),TT,36.2
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),BCG,115.3
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,112.1
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,109.9
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),Measles,111.9
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),TT1,32.7
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),TT2,33.7
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),TT2+,32.4
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,2.9
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,2.8
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,2.2
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,81
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,23.6
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,25.7
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),Measles,67.3
Bajura,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),TT,60.8
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),BCG,114.4
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,105.6
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,105.6
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),Measles,103.3
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),TT1,69.4
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),TT2,50
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),TT2+,18.1
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,9.7
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,4.8
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,4.6
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,76.9
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,22.8
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,24.4
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),Measles,61.7
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/2013,Wastage Rate(%),TT,44.8
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),BCG,127
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,126.6
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,126.7
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),Measles,123.2
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),TT1,23.9
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),TT2,29
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),TT2+,65.5
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,3
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,1.9
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,1.3
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,85.3
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,17.6
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,20.7
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),Measles,71.7
Achham,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),TT,47.1
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),BCG,119.8
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),DPT3,107.9
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),Polio3,107.9
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),Measles,105.7
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),TT1,33.2
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),TT2,28.4
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),TT2+,44.2
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),BCG Vs Measles,11.8
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,9.7
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,9.7
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Drop Out Rate (%),BCG,84.7
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Drop Out Rate (%),DPT,26.6
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Drop Out Rate (%),Polio3,28
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),Measles,74.6
Doti,Seti,Hill,Far-Western,2069/70,2012/2013,Wastage Rate(%),TT,59.3
Kailali,Seti,Terai,Far-Western,2069/70,2012/2013,Wastage Rate(%),BCG,81.4
