Year BS,Year AD,District,zone,belt,region,Deficiencies,No of people,Zone,Belt,Region
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Dehydration,305,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Diabetic myelitis,1818,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,"Goiter,Cretinism",14,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Malnutrition,202,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Night blindness,52,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Obesity,11,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Polyneuritis,611,Sagarmatha,Hill,Eastern
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Anemia,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Dehydration,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Diabetic myelitis,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,"Goiter,Cretinism",0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Malnutrition,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Night blindness,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Obesity,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Polyneuritis,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Anemia,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Dehydration,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Diabetic myelitis,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,"Goiter,Cretinism",0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Malnutrition,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Night blindness,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Obesity,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Polyneuritis,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Anemia,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Dehydration,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Diabetic myelitis,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,"Goiter,Cretinism",0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Malnutrition,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Night blindness,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Obesity,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Polyneuritis,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Anemia,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Dehydration,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Diabetic myelitis,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,"Goiter,Cretinism",0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Malnutrition,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Night blindness,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Obesity,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Polyneuritis,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Anemia,725,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1166,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Dehydration,261,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Diabetic myelitis,1272,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,"Goiter,Cretinism",222,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Malnutrition,71,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Night blindness,72,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Obesity,69,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Polyneuritis,495,Bagmati,Hill,Central
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Anemia,663,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Avitaminoses and other nutrideficency,1816,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Dehydration,407,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Diabetic myelitis,974,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,"Goiter,Cretinism",2,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Malnutrition,275,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Night blindness,20,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Obesity,32,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Polyneuritis,574,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Anemia,746,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Avitaminoses and other nutrideficency,2167,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Dehydration,475,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Diabetic myelitis,795,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,"Goiter,Cretinism",7,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Malnutrition,131,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Night blindness,13,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Obesity,8,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Polyneuritis,635,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Anemia,958,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Avitaminoses and other nutrideficency,2340,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Dehydration,519,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Diabetic myelitis,642,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,"Goiter,Cretinism",7,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Malnutrition,50,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Night blindness,8,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Obesity,5,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Polyneuritis,675,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Anemia,884,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Avitaminoses and other nutrideficency,2651,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Dehydration,498,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Diabetic myelitis,1114,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,"Goiter,Cretinism",14,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Malnutrition,137,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Night blindness,5,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Obesity,18,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Polyneuritis,792,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Anemia,847,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Avitaminoses and other nutrideficency,2931,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Dehydration,256,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Diabetic myelitis,509,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,"Goiter,Cretinism",16,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Malnutrition,161,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Night blindness,56,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Obesity,52,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Polyneuritis,906,Gandaki,Hill,Western
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Anemia,4912,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,5116,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Dehydration,2926,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Diabetic myelitis,82,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,"Goiter,Cretinism",54,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Malnutrition,919,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Night blindness,1718,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Obesity,72,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Polyneuritis,1215,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Anemia,3999,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,3243,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Dehydration,2377,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Diabetic myelitis,179,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,"Goiter,Cretinism",19,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Malnutrition,698,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Night blindness,881,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Obesity,47,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Polyneuritis,837,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Anemia,3725,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,3977,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Dehydration,2096,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Diabetic myelitis,291,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,"Goiter,Cretinism",63,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Malnutrition,590,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Night blindness,1679,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Obesity,23,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Polyneuritis,721,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Anemia,4240,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,4850,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Dehydration,2524,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Diabetic myelitis,746,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,"Goiter,Cretinism",30,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Malnutrition,1010,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Night blindness,1198,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Obesity,157,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Polyneuritis,975,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Anemia,2187,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,4213,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Dehydration,1460,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Diabetic myelitis,11027,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,"Goiter,Cretinism",2006,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Malnutrition,3017,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Night blindness,31,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Obesity,690,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Polyneuritis,1190,Janakpur,Terai,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Anemia,1187,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Avitaminoses and other nutrideficency,1405,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Dehydration,883,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Diabetic myelitis,110,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,"Goiter,Cretinism",13,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Malnutrition,195,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Night blindness,33,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Obesity,37,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Polyneuritis,578,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Anemia,1052,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Avitaminoses and other nutrideficency,969,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Dehydration,596,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Diabetic myelitis,82,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,"Goiter,Cretinism",0,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Malnutrition,122,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Night blindness,7,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Obesity,29,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Polyneuritis,512,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Anemia,888,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Avitaminoses and other nutrideficency,803,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Dehydration,365,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Diabetic myelitis,242,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,"Goiter,Cretinism",11,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Malnutrition,99,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Night blindness,106,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Obesity,83,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Polyneuritis,452,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Anemia,641,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Avitaminoses and other nutrideficency,1009,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Dehydration,420,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Diabetic myelitis,181,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,"Goiter,Cretinism",25,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Malnutrition,124,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Night blindness,78,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Obesity,9,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Polyneuritis,561,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Anemia,33,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Avitaminoses and other nutrideficency,45,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Dehydration,0,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Diabetic myelitis,30,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,"Goiter,Cretinism",0,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Malnutrition,0,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Night blindness,0,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Obesity,0,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Polyneuritis,1,Narayani,Hill,Central
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Anemia,33,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Avitaminoses and other nutrideficency,91,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Dehydration,28,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Diabetic myelitis,35,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,"Goiter,Cretinism",0,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Malnutrition,0,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Night blindness,4,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Obesity,0,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Polyneuritis,0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Anemia,29,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Avitaminoses and other nutrideficency,80,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Dehydration,33,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Diabetic myelitis,11,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,"Goiter,Cretinism",0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Malnutrition,4,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Night blindness,10,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Obesity,0,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Polyneuritis,9,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Anemia,35,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Avitaminoses and other nutrideficency,75,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Dehydration,27,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Diabetic myelitis,31,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,"Goiter,Cretinism",0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Malnutrition,4,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Night blindness,2,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Obesity,0,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Polyneuritis,7,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Anemia,35,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Avitaminoses and other nutrideficency,74,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Dehydration,20,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Diabetic myelitis,81,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,"Goiter,Cretinism",0,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Malnutrition,0,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Night blindness,2,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Obesity,1,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Polyneuritis,11,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Anemia,39,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Avitaminoses and other nutrideficency,132,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Dehydration,55,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Diabetic myelitis,14,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,"Goiter,Cretinism",0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Malnutrition,0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Night blindness,2,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Obesity,0,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Polyneuritis,4,Gandaki,Mountain,Western
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Anemia,2861,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Avitaminoses and other nutrideficency,4635,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Dehydration,2844,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Diabetic myelitis,3542,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,"Goiter,Cretinism",305,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Malnutrition,873,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Night blindness,430,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Obesity,160,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Polyneuritis,2115,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Anemia,2892,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Avitaminoses and other nutrideficency,4728,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Dehydration,2230,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Diabetic myelitis,5398,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,"Goiter,Cretinism",114,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Malnutrition,740,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Night blindness,309,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Obesity,97,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Polyneuritis,2062,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Anemia,2517,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Avitaminoses and other nutrideficency,6060,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Dehydration,1903,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Diabetic myelitis,5717,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,"Goiter,Cretinism",59,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Malnutrition,988,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Night blindness,496,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Obesity,50,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Polyneuritis,2412,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Anemia,2614,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Avitaminoses and other nutrideficency,6175,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Dehydration,2063,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Diabetic myelitis,13729,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,"Goiter,Cretinism",150,Kosi,Terai,Eastern
