District,zone,belt,region,Year BS,Year AD,Clinical Malaria/Total Treatment,Age group,Gender,Number of people,Zone,Belt,Region
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,4,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,7,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,10,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,7,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,10,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,2,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,2,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,2,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,16,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,15,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,18,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,58,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,74,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,83,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,5,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,12,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,1018,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,990,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,904,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,954,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1019,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,993,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1046,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1409,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,12,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,13,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,3,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,11,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,13,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,16,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,49,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,146,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,33,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,3,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,28,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,17,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,33,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,3,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,44,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,37,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,3,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,6,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,26,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,19,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,3,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,68,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,39,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,3,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,3,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,7,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,10,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,3,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,6,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,6,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,18,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,23,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,2,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,3,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,12,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,17,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,104,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,115,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,858,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,981,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,5,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,5,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,126,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,169,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,479,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,380,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,1498,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,1811,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,373,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,299,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,1232,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,1472,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,3,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,2,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,658,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,673,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,4,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,3,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,587,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,593,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,1,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,76,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,65,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,2,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,48,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,38,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,2,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,4,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,2,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,5,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,2,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,2,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,5,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,37,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,35,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,5,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,37,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,38,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,5,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,3,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,6,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,4,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,Under 5 Years,Female,33,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5 Years & Above,Male,45,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,1,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,Under 5 Years,Female,14,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total Treatment,5 Years & Above,Male,24,Sagarmatha,Hill,Eastern
