District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,111
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,8467
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,655575
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,36850
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,18240
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,73
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,244
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,87
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,87
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,10116
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,685495
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,12752
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,14928
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,50
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,1172
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,20
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,36
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,56
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,9302
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,160223
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,14759
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,16400
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,1141
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,386
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,14
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,158
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,172
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,6133
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,329805
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,11222
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,16592
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,428
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,551
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,21
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,13
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,279
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,8
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,145
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,75
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,541
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,11713
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,670360
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,39136
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,34529
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,1251
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,532
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,9
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,15
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,206
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,38
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,21
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,3
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,75
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,40
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,407
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,16531
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,695813
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,31324
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,32244
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,890
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,1026
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,1007
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,43
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,1050
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,14253
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,889795
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,23625
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,23561
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,992
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,696
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,108
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,42
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,245
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,321
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,201
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,917
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,12235
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,624184
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,32444
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,23387
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,521
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,672
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,3
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,27
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,244
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,274
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,8566
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,438897
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,18521
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,13018
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,36
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,517
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,31
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,49
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,3
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,88
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,20
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,191
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,6951
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,100653
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,7824
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,9107
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,829
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,402
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,10
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,60
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,70
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,2031
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,57366
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,3893
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,2303
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,67
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,324
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,1
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,325
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,3211
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,164744
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,3202
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,3340
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,36
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,109
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,10
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,238
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,248
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,4217
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,210966
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,6592
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,5143
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,5
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,93
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,23
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,10
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,33
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,1694
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,43187
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,1603
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,2077
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,270
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,307
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,6
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,248
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,254
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,3149
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,51037
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,5894
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,3794
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,IUD ,Total Strerilization,Camp,Male,5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Distribution,Norplant,Total Strerilization,Camp,Male,36
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Institutions,Male,10
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Government ,Camp,Male,170
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Institutions,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Non-government,Camp,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Sterilization,Total Strerilization,Camp,Male,180
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,New Acceptors,Total All Methods,Total Strerilization,Camp,Male,4536
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Distribution,Condom ,Total Strerilization,Camp,Male,258764
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Distribution,Pills ,Total Strerilization,Camp,Male,9661
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Distribution,Depo ,Total Strerilization,Camp,Male,5849
