District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Indicator 4,Value
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,63
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,63
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,2
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Affected,No of VDCs,,,15
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,15
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,2
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,4
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,9
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,15
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,13
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,13
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,13
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,13
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,5
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,14
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,10
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,14
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Affected,No of VDCs,,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,4
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,5
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Affected,No of VDCs,,,2
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,2
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,8
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,1
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,1
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Affected,No of VDCs,,,31
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Affected,No of Village/Tole,,,34
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,16
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,14
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients,Total,,30
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,26
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,2
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,28
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,20
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,5
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,25
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Affected,No of VDCs,,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Affected,No of Village/Tole,,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,2
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,11
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,Total,,13
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,13
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,13
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Affected,No of VDCs,,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Affected,No of Village/Tole,,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,6
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,4
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,Total,,10
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,10
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,1
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,11
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,8
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,8
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Affected,No of VDCs,,,27
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Affected,No of Village/Tole,,,118
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,16
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,36
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients,Total,,52
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,54
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,54
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,47
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,47
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Affected,No of VDCs,,,0
