District,zone,belt,region,Year BS,Year AD,Vaccines,No of children,Zone,Belt,Region
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Japenese Encephalitis 3,7516,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Measles 12-23 3,218,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Measles 9-11 months 3,9086,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Polio13,9800,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Polio23,9754,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Polio33,9549,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,TT 1 3,4274,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,TT 2+ 3,3946,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,TT23,3297,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,BCG4,9387,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,DPT-Hep B1,9334,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,DPT-Hep B2,9263,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,DPT-Hep B3,9484,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,"Japnese
Encephalitis",8083,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,"Measles 12-23
months",256,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,"Measles 9-11
months",9116,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Polio 1,9336,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Polio 2,9261,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Polio 3,9484,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,TT 1 4,4225,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,TT 2,3338,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,TT 2+ 4,3935,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,BCG5,7662,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,DPT-HepB 1 4,7868,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,DPT-HepB 2 4,7667,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,DPT-HepB 3 4,7684,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Polio14,7874,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Polio24,7662,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Polio34,7671,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Measles 9-11 months 4,7451,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Measles 12-23 4,136,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Japenese Encephalitis 4,5238,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,TT 1 5,4106,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,TT24,3593,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,TT 2+ 5,2066,Mahakali,Terai,Far-Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,BCG,13545,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,DPT-HepB 1,11834,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,DPT-HepB 2,11331,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,DPT-HepB 3,11039,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Japenese Encephalitis,9360,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Measles 12-23,464,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Measles 9-11 months,12057,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Polio1,12170,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Polio2,11645,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,Polio3,11335,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,TT 1,5415,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,TT 2+,9586,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2066/67,2009/10,TT2,11693,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,BCG2,14676,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,DPT-HepB 1 2,14680,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,DPT-HepB 2 2,14679,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,DPT-HepB 3 2,14361,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Japenese Encephalitis 2,10974,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Measles 12-23 2,247,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Measles 9-11 months 2,12979,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Polio12,14657,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Polio22,14458,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Polio32,14301,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,TT 1 2,3682,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,TT 2+ 2,13000,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,TT22,8505,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,BCG3,15678,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,DPT-HepB 1 3,14303,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,DPT-HepB 2 3,13799,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,DPT-HepB 3 3,13674,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Japenese Encephalitis 3,10447,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Measles 12-23 3,267,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Measles 9-11 months 3,11836,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Polio13,14356,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Polio23,13823,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,Polio33,13676,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,TT 1 3,3838,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,TT 2+ 3,14644,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,TT23,7334,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,BCG4,13609,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,DPT-Hep B1,13301,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,DPT-Hep B2,12988,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,DPT-Hep B3,12752,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,"Japnese
Encephalitis",9787,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,"Measles 12-23
months",330,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,"Measles 9-11
months",11512,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Polio 1,13296,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Polio 2,13026,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Polio 3,12720,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,TT 1 4,4034,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,TT 2,7172,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,TT 2+ 4,12704,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,BCG5,16638,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,DPT-HepB 1 4,17241,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,DPT-HepB 2 4,16482,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,DPT-HepB 3 4,15600,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Polio14,17103,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Polio24,16379,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Polio34,15589,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Measles 9-11 months 4,13555,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Measles 12-23 4,782,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Japenese Encephalitis 4,6361,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,TT 1 5,15696,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,TT24,9175,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,TT 2+ 5,7970,Lumbini,Terai,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,BCG,9888,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,DPT-HepB 1,8587,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,DPT-HepB 2,8147,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,DPT-HepB 3,8368,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Japenese Encephalitis,3,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Measles 12-23,115,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Measles 9-11 months,8604,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Polio1,8670,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Polio2,8147,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,Polio3,8407,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,TT 1,2081,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,TT 2+,3324,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2066/67,2009/10,TT2,2751,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,BCG2,13410,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,DPT-HepB 1 2,9360,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,DPT-HepB 2 2,9666,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,DPT-HepB 3 2,9958,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Japenese Encephalitis 2,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Measles 12-23 2,82,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Measles 9-11 months 2,9223,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Polio12,9358,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Polio22,9658,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Polio32,9951,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,TT 1 2,1614,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,TT 2+ 2,5431,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2067/68,2010/11,TT22,4095,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,BCG3,12962,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,DPT-HepB 1 3,9145,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,DPT-HepB 2 3,9280,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,DPT-HepB 3 3,9691,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Japenese Encephalitis 3,3558,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Measles 12-23 3,145,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Measles 9-11 months 3,9580,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Polio13,9145,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Polio23,9280,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Polio33,9691,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,TT 1 3,2818,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,TT 2+ 3,5487,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,TT23,5002,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,BCG4,13820,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,DPT-Hep B1,10052,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,DPT-Hep B2,10247,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,DPT-Hep B3,10638,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,"Japnese
Encephalitis",6871,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,"Measles 12-23
months",210,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,"Measles 9-11
months",8969,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Polio 1,10071,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Polio 2,10247,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Polio 3,10637,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,TT 1 4,4558,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,TT 2,5694,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,TT 2+ 4,4667,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,BCG5,16469,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,DPT-HepB 1 4,16667,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,DPT-HepB 2 4,16304,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,DPT-HepB 3 4,15687,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Polio14,16723,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Polio24,16256,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Polio34,15663,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Measles 9-11 months 4,14171,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Measles 12-23 4,269,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Japenese Encephalitis 4,9126,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,TT 1 5,7121,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,TT24,6140,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,TT 2+ 5,9137,Gandaki,Hill,Western
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,BCG,36470,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 1,26413,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 2,25162,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 3,24928,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,Japenese Encephalitis,36,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,Measles 12-23,296,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,Measles 9-11 months,27121,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,Polio1,26502,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,Polio2,25382,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,Polio3,25106,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,TT 1,21510,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,TT 2+,1755,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2066/67,2009/10,TT2,18864,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,BCG2,36928,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 1 2,26261,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 2 2,26390,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 3 2,27637,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Japenese Encephalitis 2,2130,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Measles 12-23 2,245,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Measles 9-11 months 2,25952,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Polio12,26059,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Polio22,26320,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Polio32,27745,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,TT 1 2,21507,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,TT 2+ 2,2574,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,TT22,16686,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,BCG3,41140,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,DPT-HepB 1 3,28832,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,DPT-HepB 2 3,28974,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,DPT-HepB 3 3,29787,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Japenese Encephalitis 3,10635,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Measles 12-23 3,703,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Measles 9-11 months 3,29304,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Polio13,28881,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Polio23,28966,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Polio33,29826,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,TT 1 3,23272,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,TT 2+ 3,2946,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,TT23,17490,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,BCG4,39300,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,DPT-Hep B1,28517,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,DPT-Hep B2,28729,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,DPT-Hep B3,29547,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,"Japnese
Encephalitis",17155,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,"Measles 12-23
months",690,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,"Measles 9-11
months",29291,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Polio 1,28560,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Polio 2,28700,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Polio 3,29512,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,TT 1 4,22240,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,TT 2,18360,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,TT 2+ 4,2234,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,BCG5,15262,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,DPT-HepB 1 4,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,DPT-HepB 2 4,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,DPT-HepB 3 4,14653,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Polio14,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Polio24,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Polio34,14473,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Measles 9-11 months 4,12907,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Measles 12-23 4,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Japenese Encephalitis 4,8408,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,TT 1 5,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,TT24,10338,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,TT 2+ 5,8308,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,BCG,7790,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 1,7515,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 2,7123,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 3,7091,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,Japenese Encephalitis,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,Measles 12-23,18,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,Measles 9-11 months,7664,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,Polio1,7698,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,Polio2,7408,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,Polio3,7396,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,TT 1,2196,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,TT 2+,3844,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2066/67,2009/10,TT2,2117,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,BCG2,8000,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 1 2,8146,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 2 2,8406,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 3 2,8621,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Japenese Encephalitis 2,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Measles 12-23 2,32,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Measles 9-11 months 2,7928,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Polio12,8145,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Polio22,8390,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,Polio32,8601,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,TT 1 2,2542,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2067/68,2010/11,TT 2+ 2,3644,Bagmati,Hill,Central
