District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Sub-Indicator,Sub-Indicator,Value
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,12.39
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,4.57
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,1.87
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,8.92
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,3.16
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,4.16
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,22.67
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,36.01
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CYP,Condom,Total,2198.7
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CYP,Pills,Total,863.23
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CYP,Depo,Total,4148
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CYP,IUD,Total,3424
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,2755
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,3.83
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,1.11
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,3.11
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,1.07
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.45
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,9.56
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,3.83
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.53
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,8.73
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,3.75
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,1.38
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,21.22
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,41.61
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CYP,Condom,Total,4469.07
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CYP,Pills,Total,3010.46
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CYP,Depo,Total,8632.25
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CYP,IUD,Total,10008
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,2660
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,4.61
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.54
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,6.9
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.93
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,1.03
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,16.02
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,4.61
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.34
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,8.76
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,3.82
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.5
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,23.02
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,45.54
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Condom,Total,4638.75
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Pills,Total,2409.54
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Depo,Total,8061
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,IUD,Total,7120
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,5130
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,6.87
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,1.38
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,5.3
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.94
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.81
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,15.3
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,6.87
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,2.38
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,7.56
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,5.52
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,4.57
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,26.9
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,60.32
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Condom,Total,5931.97
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Pills,Total,1817.31
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Depo,Total,5890.25
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,IUD,Total,7936
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,3480
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,5.51
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.59
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,5.39
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.61
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.89
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,14.99
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,5.51
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.65
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,7.82
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,3.63
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.85
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,23.46
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,53.44
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Condom,Total,4161.23
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Pills,Total,2495.69
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Depo,Total,5846.75
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,IUD,Total,4168
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,3360
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,5.62
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,3.2
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,6.11
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.07
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.92
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,15.92
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,5.62
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.09
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.49
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,2.04
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,5.65
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,22.89
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,35.2
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Condom,Total,2925.98
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Pills,Total,1424.69
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Depo,Total,3254.5
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,IUD,Total,288
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,2585
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,1.86
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,5.75
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,7.87
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,2.28
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.96
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,18.71
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,1.86
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,2.4
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,7.27
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.58
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,1.39
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,13.5
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,23.99
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Condom,Total,671.02
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Pills,Total,601.85
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Depo,Total,2276.75
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,IUD,Total,6632
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,2010
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,4.97
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,10.61
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,8.82
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,1.08
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.03
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,25.51
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,4.97
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.51
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.8
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,15.28
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,26.21
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Condom,Total,382.44
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Pills,Total,299.46
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Depo,Total,575.75
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,IUD,Total,536
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,5.04
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.74
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,5
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.15
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.31
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,13.24
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,5.04
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,1.06
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,3.82
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.17
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,0.93
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,11.03
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,37.59
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Condom,Total,1098.29
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Pills,Total,246.31
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Depo,Total,835
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,IUD,Total,288
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,545
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,4.79
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.17
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,6.3
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.03
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.24
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,13.53
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,4.79
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,1.97
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.32
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.85
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.78
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,16.71
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,25.16
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Condom,Total,1406.44
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Pills,Total,507.08
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Depo,Total,1285.75
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,IUD,Total,40
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,465
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,2.73
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.91
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,8.54
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.69
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.88
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,15.75
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,2.73
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,1.31
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,4.64
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.66
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,0.66
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,9.99
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,26.82
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Condom,Total,287.91
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Pills,Total,123.31
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Depo,Total,519.25
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,IUD,Total,2160
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,1535
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,3.22
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,10.35
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,13.47
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.03
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.34
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,27.41
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,3.22
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,6.55
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,13.4
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.06
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,0.98
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,24.2
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,38.71
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Condom,Total,340.25
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Pills,Total,453.38
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Depo,Total,948.5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,IUD,Total,40
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CYP,Norplant,Total,180
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,6.49
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.67
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,6.03
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.14
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,1.05
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,16.38
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,6.49
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.2
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,5.92
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.63
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,1.27
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,17.51
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,31.41
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Condom,Total,1725.09
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Pills,Total,743.15
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Depo,Total,1462.25
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,IUD,Total,192
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Norplant,Total,1360
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,4.15
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,1.63
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,4.18
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.13
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.52
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,10.6
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,4.15
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,1.22
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,5.13
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.43
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,1.84
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,12.77
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,24.91
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Condom,Total,1601.19
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Pills,Total,369
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Depo,Total,1565.25
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,IUD,Total,272
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CYP,Norplant,Total,930
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,8.76
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.99
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,5.79
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.33
