Year AD,Year BS,District,zone,belt,region,Type of disease,Number of patient,Zone,Belt,Region
2011/012,2068/69,Surkhet,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2011/012,2068/69,Surkhet,Bheri,Hill,Mid-Western,Intestinal Worms,14573,Bheri,Hill,Mid-Western
2011/012,2068/69,Surkhet,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",567,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),14426,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,Acute gastro enteritis,3915,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,Ameobic Dysentry,7496,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,Baccilary Dysentry,5042,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",22080,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,Intestinal Worms,9274,Bheri,Hill,Mid-Western
2011/012,2068/69,Dailekh,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",248,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,Typhoid (Enteric Fever),4790,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,Acute gastro enteritis,4729,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,Ameobic Dysentry,6221,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,Baccilary Dysentry,3622,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,"Presumed non infectious
diarrhoea",5406,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,Cholera,0,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,Intestinal Worms,8437,Bheri,Hill,Mid-Western
2011/012,2068/69,Jajarkot,Bheri,Hill,Mid-Western,"Jaundice and Infective
Hepatitis",183,Bheri,Hill,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),714,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,Acute gastro enteritis,602,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,Ameobic Dysentry,1619,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,Baccilary Dysentry,790,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",881,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,Intestinal Worms,3706,Karnali,Mountain,Mid-Western
2011/012,2068/69,Dolpa,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",119,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),936,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,Acute gastro enteritis,1677,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,Ameobic Dysentry,2744,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,Baccilary Dysentry,1571,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2888,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,Cholera,4,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,Intestinal Worms,7178,Karnali,Mountain,Mid-Western
2011/012,2068/69,Jumla,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",124,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),1231,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,Acute gastro enteritis,1525,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,Ameobic Dysentry,4438,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,Baccilary Dysentry,2331,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2753,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,Cholera,3,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,Intestinal Worms,5945,Karnali,Mountain,Mid-Western
2011/012,2068/69,Kalikot,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",153,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),514,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,Acute gastro enteritis,891,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,Ameobic Dysentry,2640,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,Baccilary Dysentry,1454,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",512,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,Cholera,0,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,Intestinal Worms,5068,Karnali,Mountain,Mid-Western
2011/012,2068/69,Mugu,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",75,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,Typhoid (Enteric Fever),1396,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,Acute gastro enteritis,1822,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,Ameobic Dysentry,3727,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,Baccilary Dysentry,3041,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,"Presumed non infectious
diarrhoea",2074,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,Cholera,48,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,Intestinal Worms,6580,Karnali,Mountain,Mid-Western
2011/012,2068/69,Humla,Karnali,Mountain,Mid-Western,"Jaundice and Infective
Hepatitis",169,Karnali,Mountain,Mid-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,Typhoid (Enteric Fever),4729,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,Acute gastro enteritis,2893,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,Ameobic Dysentry,7642,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,Baccilary Dysentry,4058,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,"Presumed non infectious
diarrhoea",6202,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,Cholera,0,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,Intestinal Worms,7466,Seti,Mountain,Far-Western
2011/012,2068/69,Bajura,Seti,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",215,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,Typhoid (Enteric Fever),6792,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,Acute gastro enteritis,1841,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,Ameobic Dysentry,8003,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,Baccilary Dysentry,3397,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,"Presumed non infectious
diarrhoea",5836,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,Cholera,65,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,Intestinal Worms,8663,Seti,Mountain,Far-Western
2011/012,2068/69,Bajhang,Seti,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",339,Seti,Mountain,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,Typhoid (Enteric Fever),5772,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,Acute gastro enteritis,4384,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,Ameobic Dysentry,16552,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,Baccilary Dysentry,6956,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,"Presumed non infectious
diarrhoea",19924,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,Cholera,3,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,Intestinal Worms,14587,Seti,Hill,Far-Western
2011/012,2068/69,Achham,Seti,Hill,Far-Western,"Jaundice and Infective
Hepatitis",272,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,Typhoid (Enteric Fever),3333,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,Acute gastro enteritis,2945,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,Ameobic Dysentry,11136,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,Baccilary Dysentry,4565,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,"Presumed non infectious
diarrhoea",11044,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,Cholera,36,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,Intestinal Worms,11829,Seti,Hill,Far-Western
2011/012,2068/69,Doti,Seti,Hill,Far-Western,"Jaundice and Infective
Hepatitis",273,Seti,Hill,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,Typhoid (Enteric Fever),11438,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,Acute gastro enteritis,5501,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,Ameobic Dysentry,11372,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,Baccilary Dysentry,4711,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,"Presumed non infectious
diarrhoea",15251,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,Cholera,0,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,Intestinal Worms,13020,Seti,Terai,Far-Western
2011/012,2068/69,Kailali,Seti,Terai,Far-Western,"Jaundice and Infective
Hepatitis",1881,Seti,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,Typhoid (Enteric Fever),9165,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,Acute gastro enteritis,2445,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,Ameobic Dysentry,10082,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,Baccilary Dysentry,5058,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,"Presumed non infectious
diarrhoea",9678,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,Cholera,0,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,Intestinal Worms,6965,Mahakali,Terai,Far-Western
2011/012,2068/69,Kanchanpur,Mahakali,Terai,Far-Western,"Jaundice and Infective
Hepatitis",664,Mahakali,Terai,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,Typhoid (Enteric Fever),4514,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,Acute gastro enteritis,2464,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,Ameobic Dysentry,6304,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,Baccilary Dysentry,3293,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,"Presumed non infectious
diarrhoea",6089,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,Cholera,218,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,Intestinal Worms,4825,Mahakali,Hill,Far-Western
2011/012,2068/69,Dadeldhura,Mahakali,Hill,Far-Western,"Jaundice and Infective
Hepatitis",411,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,Typhoid (Enteric Fever),4359,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,Acute gastro enteritis,3044,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,Ameobic Dysentry,11116,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,Baccilary Dysentry,3636,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,"Presumed non infectious
diarrhoea",6225,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,Cholera,86,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,Intestinal Worms,6651,Mahakali,Hill,Far-Western
2011/012,2068/69,Baitadi,Mahakali,Hill,Far-Western,"Jaundice and Infective
Hepatitis",265,Mahakali,Hill,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,Typhoid (Enteric Fever),2733,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,Acute gastro enteritis,1245,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,Ameobic Dysentry,6849,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,Baccilary Dysentry,2935,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,"Presumed non infectious
diarrhoea",3165,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,Cholera,0,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,Intestinal Worms,5204,Mahakali,Mountain,Far-Western
2011/012,2068/69,Darchaula,Mahakali,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",99,Mahakali,Mountain,Far-Western
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Typhoid (Enteric Fever),3917,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Acute gastro enteritis,2322,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Ameobic Dysentry,2862,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Baccilary Dysentry,989,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,"Presumed non infectious
diarrhoea",2824,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Cholera,156,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Intestinal Worms,9455,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,"Jaundice and Infective
Hepatitis",1180,Mechi,Mountain,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Typhoid (Enteric Fever),2829,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Acute gastro enteritis,592,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Ameobic Dysentry,2344,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Baccilary Dysentry,877,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,"Presumed non infectious
diarrhoea",4149,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Cholera,5,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Intestinal Worms,5634,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,"Jaundice and Infective
Hepatitis",250,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Typhoid (Enteric Fever),1989,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Acute gastro enteritis,1271,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Ameobic Dysentry,2023,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Baccilary Dysentry,702,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,"Presumed non infectious
diarrhoea",2711,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Cholera,0,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Intestinal Worms,5777,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,"Jaundice and Infective
Hepatitis",301,Mechi,Hill,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Typhoid (Enteric Fever),21273,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Acute gastro enteritis,9848,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Ameobic Dysentry,13945,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Baccilary Dysentry,7050,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,"Presumed non infectious
diarrhoea",7316,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Cholera,236,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Intestinal Worms,32109,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,"Jaundice and Infective
Hepatitis",2175,Mechi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Typhoid (Enteric Fever),20839,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Acute gastro enteritis,15686,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Ameobic Dysentry,12411,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Baccilary Dysentry,5161,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,"Presumed non infectious
diarrhoea",12454,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Cholera,49,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Intestinal Worms,19058,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,"Jaundice and Infective
Hepatitis",2443,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Typhoid (Enteric Fever),7950,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Acute gastro enteritis,7219,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Ameobic Dysentry,12415,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Baccilary Dysentry,5117,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,"Presumed non infectious
diarrhoea",17678,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Cholera,0,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Intestinal Worms,25250,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,"Jaundice and Infective
Hepatitis",815,Kosi,Terai,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Typhoid (Enteric Fever),4784,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Acute gastro enteritis,1306,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Ameobic Dysentry,3735,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Baccilary Dysentry,694,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,"Presumed non infectious
diarrhoea",3327,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Cholera,4,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Intestinal Worms,5328,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,"Jaundice and Infective
Hepatitis",178,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Typhoid (Enteric Fever),2240,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Acute gastro enteritis,840,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Ameobic Dysentry,2391,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Baccilary Dysentry,1109,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,"Presumed non infectious
diarrhoea",2137,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Cholera,12,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Intestinal Worms,4924,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,"Jaundice and Infective
Hepatitis",229,Kosi,Hill,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Typhoid (Enteric Fever),6900,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Acute gastro enteritis,1805,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Ameobic Dysentry,2637,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Baccilary Dysentry,1242,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,"Presumed non infectious
diarrhoea",5808,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Cholera,32,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Intestinal Worms,8025,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,"Jaundice and Infective
Hepatitis",605,Kosi,Mountain,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Typhoid (Enteric Fever),5179,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Acute gastro enteritis,2305,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Ameobic Dysentry,4445,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Baccilary Dysentry,2093,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,"Presumed non infectious
diarrhoea",5537,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Cholera,0,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Intestinal Worms,5866,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,"Jaundice and Infective
Hepatitis",450,Kosi,Hill,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Typhoid (Enteric Fever),1806,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute gastro enteritis,3337,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Ameobic Dysentry,3456,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Baccilary Dysentry,2640,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,"Presumed non infectious
diarrhoea",4815,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Cholera,0,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Intestinal Worms,10105,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,"Jaundice and Infective
Hepatitis",386,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Typhoid (Enteric Fever),3885,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute gastro enteritis,1728,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Ameobic Dysentry,3996,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Baccilary Dysentry,1564,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,"Presumed non infectious
diarrhoea",6570,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Cholera,239,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Intestinal Worms,6690,Sagarmatha,Hill,Eastern
