District,zone,belt,region,Year BS,Year AD,Type of disease,Number of patients,Zone,Belt,Region
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Clinical Malaria,58,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Malaria (PF),30,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Malaria,101,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Dengue Fever,0,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Kala-azar,0,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),22,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Filariasis,7,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,151,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Malaria (PF),3,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Malaria,62,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Dengue Fever,0,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Kala-azar,1,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),1,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Filariasis,0,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Clinical Malaria,142,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Malaria (PF),5,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Malaria,48,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Dengue Fever,0,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Kala-azar,0,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Acute Encephalitis like syndrome (AES),0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Filariasis,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Clinical Malaria,7,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Malaria (PF),1,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Malaria,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Dengue Fever,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Kala-azar,0,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,4,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Filariasis,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,15,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Malaria (PF),6,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Malaria (PV),0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Dangue Fever,1,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Kala-azar,0,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,1,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Filariasis,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,129,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Malaria (PF),0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Malaria (PV),0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Dangue Fever,0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Kala-azar,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Filariasis,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,66,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Malaria (PF),2,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Malaria (PV),4,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Dangue Fever,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Kala-azar,0,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Filariasis,34,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,2056,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Malaria (PF),22,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Malaria (PV),59,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Dangue Fever,77,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Kala-azar,11,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,27,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Filariasis,17,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,4631,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Malaria (PF),56,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Malaria (PV),29,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Dangue Fever,0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Kala-azar,4,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,52,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Filariasis,0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Clinical Malaria,1304,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Malaria (PF),5,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Malaria (PV),12,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Dangue Fever,0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Kala-azar,0,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,1,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Filariasis,1,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,165,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Malaria (PF),0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Malaria (PV),3,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Dangue Fever,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Kala-azar,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,4,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Filariasis,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,49,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Malaria (PF),0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Malaria (PV),12,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Dangue Fever,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Kala-azar,0,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Filariasis,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,11,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Malaria (PF),1,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Malaria (PV),0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Dangue Fever,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Kala-azar,0,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,3,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Filariasis,0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Clinical Malaria,125,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Malaria (PF),0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Malaria (PV),1,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Dangue Fever,2,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Kala-azar,0,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Filariasis,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Clinical Malaria,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Malaria (PF),0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Malaria (PV),0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Dangue Fever,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Kala-azar,9,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,21,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Filariasis,8,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,5,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Malaria (PF),3,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Malaria (PV),27,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Dangue Fever,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Kala-azar,8,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Filariasis,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,3,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Malaria (PF),0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Malaria (PV),0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Dangue Fever,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Kala-azar,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,88,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Filariasis,1,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Clinical Malaria,376,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Malaria (PF),10,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Malaria (PV),15,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Dangue Fever,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Kala-azar,5,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Filariasis,8,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Clinical Malaria,2052,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Malaria (PF),0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Malaria (PV),6,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Dangue Fever,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Kala-azar,8,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Filariasis,3,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Clinical Malaria,1376,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Malaria (PF),8,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Malaria (PV),16,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Dangue Fever,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Kala-azar,20,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,41,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Filariasis,265,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Clinical Malaria,7530,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Malaria (PF),62,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Malaria (PV),44,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Dangue Fever,47,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Kala-azar,54,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Filariasis,130,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Clinical Malaria,5897,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Malaria (PF),92,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Malaria (PV),28,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Dangue Fever,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Kala-azar,294,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,1,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Filariasis,48,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Clinical Malaria,3121,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Malaria (PF),37,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Malaria (PV),40,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Dangue Fever,0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Kala-azar,323,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,2,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Filariasis,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Clinical Malaria,994,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Malaria (PF),1,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Malaria (PV),3,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Dangue Fever,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Kala-azar,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,3,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Filariasis,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Clinical Malaria,1,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Malaria (PF),0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Malaria (PV),1,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Dangue Fever,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Kala-azar,0,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,15,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Filariasis,8,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Clinical Malaria,15,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Malaria (PF),4,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Malaria (PV),32,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Dangue Fever,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Kala-azar,21,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,1,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Filariasis,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Clinical Malaria,55,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Malaria (PF),0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Malaria (PV),0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Dangue Fever,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Filariasis,3,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Clinical Malaria,103,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PF),0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PV),0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Dangue Fever,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Filariasis,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Clinical Malaria,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PF),0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PV),0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Dangue Fever,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,2,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Filariasis,6,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Clinical Malaria,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PF),0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PV),3,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Dangue Fever,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,81,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Filariasis,46,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Clinical Malaria,112,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PF),22,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PV),7,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Dangue Fever,22,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Kala-azar,43,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,82,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Filariasis,23,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Clinical Malaria,6,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PF),0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PV),0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Dangue Fever,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Filariasis,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Clinical Malaria,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Malaria (PF),0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Malaria (PV),0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Dangue Fever,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,17,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Filariasis,17,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Clinical Malaria,219,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PF),1,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Malaria (PV),3,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Dangue Fever,2,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Kala-azar,0,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,2,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Filariasis,14,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Clinical Malaria,501,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Malaria (PF),24,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Malaria (PV),4,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Dangue Fever,34,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Kala-azar,17,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Acute Encephalitis like syndrome (AES,7,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Filariasis,44,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Clinical Malaria,8433,Narayani,Terai,Central
