Year AD,Year BS,District,zone,belt,region,Communicable and infectious disease,Number of people,Zone,Belt,Region
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Server Pneumonia,155,Karnali,Mountain,Mid-Western
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Bronchitis,1112,Karnali,Mountain,Mid-Western
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Asthma,1688,Karnali,Mountain,Mid-Western
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Urinary Tract infection,981,Karnali,Mountain,Mid-Western
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Viral Influenza,133,Karnali,Mountain,Mid-Western
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Reproductive Tract Infection male,16,Karnali,Mountain,Mid-Western
2010/011,2067/68,Jumla,Karnali,Mountain,Mid-Western,Reproductive tract infection female,23,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,ARI /Lower respiratory tract infection,3335,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Upper respiratory Tract infection,3719,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Pneumonia,2040,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Server Pneumonia,237,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Bronchitis,1886,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Asthma,2299,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Urinary Tract infection,1629,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Viral Influenza,674,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Reproductive Tract Infection male,38,Karnali,Mountain,Mid-Western
2010/011,2067/68,Kalikot,Karnali,Mountain,Mid-Western,Reproductive tract infection female,95,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,ARI /Lower respiratory tract infection,2880,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Upper respiratory Tract infection,2565,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Pneumonia,1421,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Server Pneumonia,151,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Bronchitis,1010,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Asthma,1346,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Urinary Tract infection,1171,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Viral Influenza,41,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Reproductive Tract Infection male,72,Karnali,Mountain,Mid-Western
2010/011,2067/68,Mugu,Karnali,Mountain,Mid-Western,Reproductive tract infection female,127,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,ARI /Lower respiratory tract infection,4064,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Upper respiratory Tract infection,4182,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Pneumonia,2426,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Server Pneumonia,257,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Bronchitis,1394,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Asthma,2340,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Urinary Tract infection,1395,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Viral Influenza,957,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Reproductive Tract Infection male,97,Karnali,Mountain,Mid-Western
2010/011,2067/68,Humla,Karnali,Mountain,Mid-Western,Reproductive tract infection female,115,Karnali,Mountain,Mid-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,ARI /Lower respiratory tract infection,5186,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Upper respiratory Tract infection,5747,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Pneumonia,4358,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Server Pneumonia,250,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Bronchitis,1431,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Asthma,3223,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Urinary Tract infection,2115,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Viral Influenza,1793,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Reproductive Tract Infection male,8,Seti,Mountain,Far-Western
2010/011,2067/68,Bajura,Seti,Mountain,Far-Western,Reproductive tract infection female,24,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,ARI /Lower respiratory tract infection,7484,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Upper respiratory Tract infection,9251,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Pneumonia,3913,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Server Pneumonia,239,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Bronchitis,1881,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Asthma,3049,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Urinary Tract infection,2972,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Viral Influenza,620,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Reproductive Tract Infection male,38,Seti,Mountain,Far-Western
2010/011,2067/68,Bajhang,Seti,Mountain,Far-Western,Reproductive tract infection female,65,Seti,Mountain,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,ARI /Lower respiratory tract infection,21794,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Upper respiratory Tract infection,22092,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Pneumonia,6270,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Server Pneumonia,406,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Bronchitis,2624,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Asthma,6146,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Urinary Tract infection,4745,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Viral Influenza,769,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Reproductive Tract Infection male,91,Seti,Hill,Far-Western
2010/011,2067/68,Achham,Seti,Hill,Far-Western,Reproductive tract infection female,106,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,ARI /Lower respiratory tract infection,11224,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Upper respiratory Tract infection,12834,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Pneumonia,3493,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Server Pneumonia,154,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Bronchitis,2002,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Asthma,4779,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Urinary Tract infection,2387,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Viral Influenza,699,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Reproductive Tract Infection male,25,Seti,Hill,Far-Western
2010/011,2067/68,Doti,Seti,Hill,Far-Western,Reproductive tract infection female,9,Seti,Hill,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,ARI /Lower respiratory tract infection,31224,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Upper respiratory Tract infection,18795,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Pneumonia,7343,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Server Pneumonia,754,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Bronchitis,3744,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Asthma,6235,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Urinary Tract infection,6580,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Viral Influenza,2509,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Reproductive Tract Infection male,167,Seti,Terai,Far-Western
2010/011,2067/68,Kailali,Seti,Terai,Far-Western,Reproductive tract infection female,443,Seti,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,ARI /Lower respiratory tract infection,17682,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Upper respiratory Tract infection,17489,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Pneumonia,7849,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Server Pneumonia,202,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Bronchitis,3935,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Asthma,5102,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Urinary Tract infection,4682,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Viral Influenza,8789,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Reproductive Tract Infection male,93,Mahakali,Terai,Far-Western
2010/011,2067/68,Kanchanpur,Mahakali,Terai,Far-Western,Reproductive tract infection female,254,Mahakali,Terai,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,ARI /Lower respiratory tract infection,11811,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Upper respiratory Tract infection,11226,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Pneumonia,4503,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Server Pneumonia,467,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Bronchitis,1340,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Asthma,3773,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Urinary Tract infection,3607,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Viral Influenza,2236,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Reproductive Tract Infection male,114,Mahakali,Hill,Far-Western
2010/011,2067/68,Dadeldhura,Mahakali,Hill,Far-Western,Reproductive tract infection female,187,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,ARI /Lower respiratory tract infection,14764,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Upper respiratory Tract infection,13090,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Pneumonia,6235,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Server Pneumonia,315,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Bronchitis,3247,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Asthma,6392,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Urinary Tract infection,2707,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Viral Influenza,4252,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Reproductive Tract Infection male,39,Mahakali,Hill,Far-Western
2010/011,2067/68,Baitadi,Mahakali,Hill,Far-Western,Reproductive tract infection female,64,Mahakali,Hill,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,ARI /Lower respiratory tract infection,6528,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Upper respiratory Tract infection,5913,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Pneumonia,1582,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Server Pneumonia,57,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Bronchitis,2988,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Asthma,3803,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Urinary Tract infection,1303,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Viral Influenza,1350,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Reproductive Tract Infection male,14,Mahakali,Mountain,Far-Western
2010/011,2067/68,Darchaula,Mahakali,Mountain,Far-Western,Reproductive tract infection female,53,Mahakali,Mountain,Far-Western
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,ARI /Lower respiratory tract infection,7891,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Upper respiratory Tract infection,7860,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Pneumonia,3826,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Server Pneumonia,330,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Bronchitis,1118,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Asthma,1687,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Urinary Tract infection,1534,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Viral Influenza,3096,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Reproductive Tract Infection male,8,Mechi,Mountain,Eastern
2012/013,2069/70,Taplejung,Mechi,Mountain,Eastern,Reproductive tract infection female,22,Mechi,Mountain,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,ARI /Lower respiratory tract infection,9108,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Upper respiratory Tract infection,8511,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Pneumonia,4691,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Server Pneumonia,229,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Bronchitis,1220,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Asthma,1602,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Urinary Tract infection,1285,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Viral Influenza,1049,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Reproductive Tract Infection male,22,Mechi,Hill,Eastern
2012/013,2069/70,Panchthar,Mechi,Hill,Eastern,Reproductive tract infection female,46,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,ARI /Lower respiratory tract infection,8964,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Upper respiratory Tract infection,8497,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Pneumonia,4220,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Server Pneumonia,193,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Bronchitis,1430,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Asthma,1749,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Urinary Tract infection,2127,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Viral Influenza,7610,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Reproductive Tract Infection male,124,Mechi,Hill,Eastern
2012/013,2069/70,Ilam,Mechi,Hill,Eastern,Reproductive tract infection female,167,Mechi,Hill,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,ARI /Lower respiratory tract infection,29104,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Upper respiratory Tract infection,32353,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Pneumonia,12585,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Server Pneumonia,717,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Bronchitis,10708,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Asthma,9263,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Urinary Tract infection,10570,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Viral Influenza,25567,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Reproductive Tract Infection male,758,Mechi,Terai,Eastern
2012/013,2069/70,Jhapa,Mechi,Terai,Eastern,Reproductive tract infection female,686,Mechi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,ARI /Lower respiratory tract infection,37006,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Upper respiratory Tract infection,35091,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Pneumonia,13155,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Server Pneumonia,658,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Bronchitis,9851,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Asthma,8140,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Urinary Tract infection,19646,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Viral Influenza,12693,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Reproductive Tract Infection male,244,Kosi,Terai,Eastern
2012/013,2069/70,Morang,Kosi,Terai,Eastern,Reproductive tract infection female,566,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,ARI /Lower respiratory tract infection,36371,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Upper respiratory Tract infection,33223,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Pneumonia,13280,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Server Pneumonia,339,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Bronchitis,3335,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Asthma,5704,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Urinary Tract infection,6454,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Viral Influenza,6519,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Reproductive Tract Infection male,159,Kosi,Terai,Eastern
2012/013,2069/70,Sunsari,Kosi,Terai,Eastern,Reproductive tract infection female,266,Kosi,Terai,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,ARI /Lower respiratory tract infection,8616,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Upper respiratory Tract infection,9676,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Pneumonia,4202,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Server Pneumonia,74,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Bronchitis,2437,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Asthma,1655,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Urinary Tract infection,1601,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Viral Influenza,4652,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Reproductive Tract Infection male,69,Kosi,Hill,Eastern
2012/013,2069/70,Dhankuta,Kosi,Hill,Eastern,Reproductive tract infection female,123,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,ARI /Lower respiratory tract infection,4724,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Upper respiratory Tract infection,6808,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Pneumonia,2456,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Server Pneumonia,133,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Bronchitis,1889,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Asthma,1538,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Urinary Tract infection,1333,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Viral Influenza,2175,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Reproductive Tract Infection male,85,Kosi,Hill,Eastern
2012/013,2069/70,Terhathum,Kosi,Hill,Eastern,Reproductive tract infection female,85,Kosi,Hill,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,ARI /Lower respiratory tract infection,8629,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Upper respiratory Tract infection,7504,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Pneumonia,4579,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Server Pneumonia,145,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Bronchitis,774,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Asthma,2120,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Urinary Tract infection,2055,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Viral Influenza,1270,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Reproductive Tract Infection male,91,Kosi,Mountain,Eastern
2012/013,2069/70,Sankhuwasabha,Kosi,Mountain,Eastern,Reproductive tract infection female,183,Kosi,Mountain,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,ARI /Lower respiratory tract infection,9365,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Upper respiratory Tract infection,9980,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Pneumonia,4315,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Server Pneumonia,179,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Bronchitis,2192,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Asthma,3395,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Urinary Tract infection,2710,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Viral Influenza,6991,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Reproductive Tract Infection male,189,Kosi,Hill,Eastern
2012/013,2069/70,Bhojpur,Kosi,Hill,Eastern,Reproductive tract infection female,309,Kosi,Hill,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,ARI /Lower respiratory tract infection,9145,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Upper respiratory Tract infection,8040,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Pneumonia,2811,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Server Pneumonia,194,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Bronchitis,2663,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Asthma,2784,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Urinary Tract infection,2522,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Viral Influenza,1043,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Reproductive Tract Infection male,126,Sagarmatha,Mountain,Eastern
2012/013,2069/70,Solukhumbu,Sagarmatha,Mountain,Eastern,Reproductive tract infection female,221,Sagarmatha,Mountain,Eastern
